Comunidad,Provincia,Población,Latitud,Longitud,Altitud,Habitantes,Hombres,Mujeres,Capital
Andalucía,Almería,Abla,"37,14114","-2,780104","871,1684",1504,783,721,No
Andalucía,Almería,Abrucena,"37,13305","-2,797098","976,9387",1341,682,659,No
Andalucía,Almería,Adra,"36,74807","-3,022522","10,97898",24373,12338,12035,No
Andalucía,Almería,Albánchez,"37,2871","-2,181163","481,3123",815,422,393,No
Andalucía,Almería,Alboloduy,"37,03319","-2,62175","388,4346",674,334,340,No
Andalucía,Almería,Albox,"37,38979","-2,147483","426,4268",11178,5731,5447,No
Andalucía,Almería,Alcolea,"36,97449","-2,961038","744,6956",908,486,422,No
Andalucía,Almería,Alcóntar,"37,33585","-2,596944","955,1331",603,315,288,No
Andalucía,Almería,Alcudia de Monteagud,"37,23598","-2,266174","1018,354",141,74,67,No
Andalucía,Almería,Alhabia,"36,9893","-2,587667","288,056",724,363,361,No
Andalucía,Almería,Alhama de Almería,"36,95742","-2,570075","523,1963",3779,1906,1873,No
Andalucía,Almería,Alicún,"36,9663","-2,601994","420,4872",254,130,124,No
Andalucía,Almería,Almería,"36,84016","-2,467922","27,00703",188810,92396,96414,Si
Andalucía,Almería,Almócita,"37,00236","-2,790071","831,1343",167,83,84,No
Andalucía,Almería,Alsodux,"37,002","-2,594579","312,0394",155,86,69,No
Andalucía,Almería,Antas,"37,24516","-1,917543","107,2613",3403,1724,1679,No
Andalucía,Almería,Arboleas,"37,35025","-2,074867","288,0828",4527,2281,2246,No
Andalucía,Almería,Armuña de Almanzora,"37,34969","-2,411396","625,5285",335,165,170,No
Andalucía,Almería,Bacares,"37,26083","-2,454761","1202,631",280,148,132,No
Andalucía,Almería,Bayárcal,"37,03116","-2,996469","1271,166",306,165,141,No
Andalucía,Almería,Bayarque,"37,33091","-2,43566","816,2208",230,122,108,No
Andalucía,Almería,Bédar,"37,18964","-1,981898","391,56",1014,517,497,No
Andalucía,Almería,Beires,"37,012","-2,790928","919,2347",126,64,62,No
Andalucía,Almería,Benahadux,"36,92587","-2,455683","113,9746",3940,1968,1972,No
Andalucía,Almería,Benitagla,"37,23124","-2,239107","945,0856",88,51,37,No
Andalucía,Almería,Benizalón,"37,21175","-2,241685","933,7475",286,145,141,No
Andalucía,Almería,Bentarique,"36,98652","-2,61942","319,8048",272,150,122,No
Andalucía,Almería,Berja,"36,84644","-2,949425","340,7863",15035,7542,7493,No
Andalucía,Almería,Canjáyar,"37,00973","-2,739681","607,9745",1506,768,738,No
Andalucía,Almería,Cantoria,"37,35259","-2,193626","388,6553",4016,2057,1959,No
Andalucía,Almería,Carboneras,"36,99659","-1,895012","6,721787",7964,4122,3842,No
Andalucía,Almería,Castro de Filabres,"37,18464","-2,439524","943,7071",161,83,78,No
Andalucía,Almería,Chercos,"37,26633","-2,257897","789,6791",295,148,147,No
Andalucía,Almería,Chirivel,"37,5956","-2,264839","1039,713",1854,928,926,No
Andalucía,Almería,Cóbdar,"37,26199","-2,210223","606,9962",188,99,89,No
Andalucía,Almería,Cuevas del Almanzora,"37,29709","-1,881476","97,29103",13025,6819,6206,No
Andalucía,Almería,Dalías,"36,82121","-2,870697","415,9644",3958,1957,2001,No
Andalucía,Almería,Ejido (El),"36,77506","-2,812738",80,84227,47263,36964,No
Andalucía,Almería,Enix,"36,87704","-2,602107","720,6339",484,271,213,No
Andalucía,Almería,Felix,"36,86892","-2,657921","822,4271",654,349,305,No
Andalucía,Almería,Fiñana,"37,17101","-2,840678","950,4163",2424,1217,1207,No
Andalucía,Almería,Fines,"37,35888","-2,262964","448,7018",2378,1259,1119,No
Andalucía,Almería,Fondón,"36,97942","-2,858356","858,4697",991,505,486,No
Andalucía,Almería,Gádor,"36,95393","-2,492936","169,0004",3244,1700,1544,No
Andalucía,Almería,Gallardos (Los),"37,16948","-1,940099","113,9905",3752,1940,1812,No
Andalucía,Almería,Garrucha,"37,17925","-1,821901","2,56615",8626,4496,4130,No
Andalucía,Almería,Gérgal,"37,1207","-2,538305","750,5009",1107,573,534,No
Andalucía,Almería,Huécija,"36,96788","-2,611436","410,0447",539,267,272,No
Andalucía,Almería,Huércal-Overa,"37,39063","-1,943684","284,6117",17645,8800,8845,No
Andalucía,Almería,Huércal de Almería,"36,88415","-2,435978","72,52909",14937,7623,7314,No
Andalucía,Almería,Illar,"36,98504","-2,639302","428,1185",436,232,204,No
Andalucía,Almería,Instinción,"36,99316","-2,659945","434,57",493,233,260,No
Andalucía,Almería,Laroya,"37,29667","-2,329601","854,0873",149,83,66,No
Andalucía,Almería,Láujar de Andarax,"36,99384","-2,88922","910,9894",1796,890,906,No
Andalucía,Almería,Líjar,"37,29527","-2,219928","593,4965",507,270,237,No
Andalucía,Almería,Lubrín,"37,21585","-2,067055","521,5203",1751,866,885,No
Andalucía,Almería,Lucainena de las Torres,"37,04179","-2,200706","533,8752",690,386,304,No
Andalucía,Almería,Lúcar,"37,39965","-2,427074","901,753",872,435,437,No
Andalucía,Almería,Macael,"37,33229","-2,304892","538,7327",6168,3174,2994,No
Andalucía,Almería,María,"37,7111","-2,165795","1196,435",1464,735,729,No
Andalucía,Almería,Mojácar,"37,13995","-1,851328","165,0597",7581,3822,3759,No
Andalucía,Almería,Mojonera (La),"36,75254","-2,688159","41,25403",8301,4512,3789,No
Andalucía,Almería,Nacimiento,"37,10497","-2,64774","596,8992",482,254,228,No
Andalucía,Almería,Níjar,"36,96576","-2,20651","353,1248",26516,14653,11863,No
Andalucía,Almería,Ohanes,"37,03723","-2,745168","953,4253",776,382,394,No
Andalucía,Almería,Olula de Castro,"37,17611","-2,476297","1054,839",207,106,101,No
Andalucía,Almería,Olula del Río,"37,35212","-2,298121","486,5961",6699,3466,3233,No
Andalucía,Almería,Oria,"37,48503","-2,295018","1038,982",2898,1519,1379,No
Andalucía,Almería,Padules,"36,99884","-2,773482","745,1029",491,248,243,No
Andalucía,Almería,Partaloa,"37,40604","-2,226434","548,585",872,437,435,No
Andalucía,Almería,Paterna del Río,"37,02088","-2,953087","1201,81",448,250,198,No
Andalucía,Almería,Pechina,"36,91667","-2,440625","107,5108",3690,1873,1817,No
Andalucía,Almería,Pulpí,"37,41183","-1,745502","194,9947",8182,4363,3819,No
Andalucía,Almería,Purchena,"37,34855","-2,36155","540,9984",1736,880,856,No
Andalucía,Almería,Rágol,"36,99564","-2,680989","404,8323",361,179,182,No
Andalucía,Almería,Rioja,"36,94406","-2,462424","133,2092",1389,702,687,No
Andalucía,Almería,Roquetas de Mar,"36,76427","-2,614935","11,84886",82665,43095,39570,No
Andalucía,Almería,Santa Cruz de Marchena,"37,0172","-2,603768","328,9739",232,119,113,No
Andalucía,Almería,Santa Fe de Mondújar,"36,97506","-2,530279","210,5975",485,246,239,No
Andalucía,Almería,Senés,"37,20457","-2,347544","1007,387",354,182,172,No
Andalucía,Almería,Serón,"37,34361","-2,508077","800,137",2385,1192,1193,No
Andalucía,Almería,Sierro,"37,32348","-2,398526","721,0729",451,226,225,No
Andalucía,Almería,Somontín,"37,39139","-2,389127","816,8105",529,268,261,No
Andalucía,Almería,Sorbas,"37,09841","-2,126351","391,5779",2854,1492,1362,No
Andalucía,Almería,Suflí,"37,3382","-2,389523","636,8499",279,146,133,No
Andalucía,Almería,Tabernas,"37,04945","-2,392681","405,9641",3627,1877,1750,No
Andalucía,Almería,Taberno,"37,46729","-2,076205","702,8022",1131,563,568,No
Andalucía,Almería,Tahal,"37,22803","-2,28497","1008,582",446,237,209,No
Andalucía,Almería,Terque,"36,98359","-2,597233","282,4351",457,229,228,No
Andalucía,Almería,Tíjola,"37,34551","-2,439434","685,379",3985,2012,1973,No
Andalucía,Almería,Tres Villas (Las),"37,13334","-2,7","693,0934",656,349,307,No
Andalucía,Almería,Turre,"37,15225","-1,894899","49,41454",3626,1876,1750,No
Andalucía,Almería,Turrillas,"37,03019","-2,264096","840,3381",224,126,98,No
Andalucía,Almería,Uleila del Campo,"37,18548","-2,203801","629,6137",1015,527,488,No
Andalucía,Almería,Urrácal,"37,39732","-2,36507","744,7553",354,170,184,No
Andalucía,Almería,Velefique,"37,19375","-2,403687","937,5716",300,162,138,No
Andalucía,Almería,Vélez-Blanco,"37,69095","-2,095682","1072,432",2259,1184,1075,No
Andalucía,Almería,Vélez-Rubio,"37,64802","-2,074232","842,2859",7150,3490,3660,No
Andalucía,Almería,Vera,"37,24686","-1,868238","102,0657",13985,7182,6803,No
Andalucía,Almería,Viator,"36,88963","-2,426541","74,79173",4860,2448,2412,No
Andalucía,Almería,Vícar,"36,83145","-2,642515","276,2602",22853,12114,10739,No
Andalucía,Almería,Zurgena,"37,34265","-2,039607","248,1582",3066,1518,1548,No
Andalucía,Cádiz,Alcalá de los Gazules,"36,46045","-5,723718","158,3963",5619,2852,2767,No
Andalucía,Cádiz,Alcalá del Valle,"36,90491","-5,173237","623,3366",5300,2697,2603,No
Andalucía,Cádiz,Algar,"36,65533","-5,657418","213,0833",1544,802,742,No
Andalucía,Cádiz,Algeciras,"36,12978","-5,447698","22,40544",116209,57582,58627,No
Andalucía,Cádiz,Algodonales,"36,88092","-5,405773","370,124",5732,2916,2816,No
Andalucía,Cádiz,Arcos de la Frontera,"36,75078","-5,812395","139,2057",31210,15642,15568,No
Andalucía,Cádiz,Barbate,"36,19282","-5,918903","15,97273",22912,11447,11465,No
Andalucía,Cádiz,Barrios (Los),"36,18539","-5,492747","25,33697",22311,11258,11053,No
Andalucía,Cádiz,Benalup-Casas Viejas,"36,34284","-5,8094","75,25459",7151,3618,3533,No
Andalucía,Cádiz,Benaocaz,"36,69952","-5,421263","792,0704",731,373,358,No
Andalucía,Cádiz,Bornos,"36,81459","-5,743362","153,5913",8134,4047,4087,No
Andalucía,Cádiz,Bosque (El),"36,75752","-5,506988","273,1861",2102,1090,1012,No
Andalucía,Cádiz,Cádiz,"36,52969","-6,292657","15,42415",126766,60289,66477,Si
Andalucía,Cádiz,Castellar de la Frontera,"36,28621","-5,419937","30,78278",3161,1601,1560,No
Andalucía,Cádiz,Chiclana de la Frontera,"36,41915","-6,149412","13,2455",77293,39050,38243,No
Andalucía,Cádiz,Chipiona,"36,7408","-6,43587","11,72497",18583,9307,9276,No
Andalucía,Cádiz,Conil de la Frontera,"36,27675","-6,088436","33,70992",20984,10628,10356,No
Andalucía,Cádiz,Espera,"36,87319","-5,806213","147,471",4003,1999,2004,No
Andalucía,Cádiz,Gastor (El),"36,85509","-5,323623","600,3022",1859,975,884,No
Andalucía,Cádiz,Grazalema,"36,75837","-5,366071","830,5287",2205,1141,1064,No
Andalucía,Cádiz,Jerez de la Frontera,"36,68656","-6,137173","55,74849",207532,101542,105990,No
Andalucía,Cádiz,Jimena de la Frontera,"36,43404","-5,453479","131,443",10431,5399,5032,No
Andalucía,Cádiz,Línea de la Concepción (La),"36,16118","-5,348256","10,4049",64595,31947,32648,No
Andalucía,Cádiz,Medina-Sidonia,"36,46768","-5,927894","246,0372",11683,6010,5673,No
Andalucía,Cádiz,Olvera,"36,93525","-5,267688","606,7288",8589,4244,4345,No
Andalucía,Cádiz,Paterna de Rivera,"36,52333","-5,866053","125,9705",5610,2875,2735,No
Andalucía,Cádiz,Prado del Rey,"36,78968","-5,555545","423,1529",5956,2971,2985,No
Andalucía,Cádiz,Puerto de Santa María (El),"36,59695","-6,227526","14,76373",87696,43320,44376,No
Andalucía,Cádiz,Puerto Real,"36,52912","-6,191895","11,78617",40183,20271,19912,No
Andalucía,Cádiz,Puerto Serrano,"36,92159","-5,545621","162,2749",7116,3621,3495,No
Andalucía,Cádiz,Rota,"36,61699","-6,358202","14,28653",28516,14300,14216,No
Andalucía,Cádiz,San Fernando,"36,46572","-6,196626","21,14313",96366,47536,48830,No
Andalucía,Cádiz,San José del Valle,"36,60554","-5,798952","142,0624",4403,2241,2162,No
Andalucía,Cádiz,San Roque,"36,20975","-5,384572","106,1072",29249,14793,14456,No
Andalucía,Cádiz,Sanlúcar de Barrameda,"36,77882","-6,354198","11,0011",65805,32843,32962,No
Andalucía,Cádiz,Setenil de las Bodegas,"36,86406","-5,181413","555,0465",2977,1532,1445,No
Andalucía,Cádiz,Tarifa,"36,01271","-5,602954","14,66109",17793,9079,8714,No
Andalucía,Cádiz,Torre Alháquime,"36,91553","-5,234736","471,3644",849,436,413,No
Andalucía,Cádiz,Trebujena,"36,86951","-6,176695","72,16942",6966,3535,3431,No
Andalucía,Cádiz,Ubrique,"36,67771","-5,446557","326,7233",16979,8362,8617,No
Andalucía,Cádiz,Vejer de la Frontera,"36,25331","-5,962856","178,6806",12973,6548,6425,No
Andalucía,Cádiz,Villaluenga del Rosario,"36,69587","-5,388137","874,9724",479,251,228,No
Andalucía,Cádiz,Villamartín,"36,86132","-5,641834","167,8091",12526,6245,6281,No
Andalucía,Cádiz,Zahara,"36,84053","-5,390547","507,4048",1513,769,744,No
Andalucía,Córdoba,Adamuz,"38,02736","-4,524873","245,2438",4419,2267,2152,No
Andalucía,Córdoba,Aguilar de la Frontera,"37,51503","-4,656057","374,5963",13746,6891,6855,No
Andalucía,Córdoba,Alcaracejos,"38,38823","-4,967684","611,311",1528,757,771,No
Andalucía,Córdoba,Almedinilla,"37,439","-4,091205","643,6762",2522,1282,1240,No
Andalucía,Córdoba,Almodóvar del Río,"37,80959","-5,019958","119,838",7839,3935,3904,No
Andalucía,Córdoba,Añora,"38,41099","-4,897461","629,9739",1534,765,769,No
Andalucía,Córdoba,Baena,"37,61441","-4,326089","432,8641",20915,10589,10326,No
Andalucía,Córdoba,Belalcázar,"38,57843","-5,167119","492,9109",3466,1663,1803,No
Andalucía,Córdoba,Belmez,"38,27234","-5,208753","530,0388",3246,1574,1672,No
Andalucía,Córdoba,Benamejí,"37,26732","-4,540418","458,9315",5146,2563,2583,No
Andalucía,Córdoba,Blázquez (Los),"38,4065","-5,438988","594,3582",738,388,350,No
Andalucía,Córdoba,Bujalance,"37,89657","-4,383588","345,5078",7889,3911,3978,No
Andalucía,Córdoba,Cabra,"37,47437","-4,425931","503,6198",21352,10482,10870,No
Andalucía,Córdoba,Cañete de las Torres,"37,86741","-4,318819","320,6117",3144,1598,1546,No
Andalucía,Córdoba,Carcabuey,"37,44359","-4,273436","628,2857",2738,1380,1358,No
Andalucía,Córdoba,Cardeña,"38,27047","-4,32373","747,5234",1695,849,846,No
Andalucía,Córdoba,Carlota (La),"37,67361","-4,932553","215,4566",13182,6616,6566,No
Andalucía,Córdoba,Carpio (El),"37,94054","-4,498775","180,5471",4605,2279,2326,No
Andalucía,Córdoba,Castro del Río,"37,68864","-4,481579","229,5285",8114,4027,4087,No
Andalucía,Córdoba,Conquista,"38,40844","-4,500968","597,3675",484,229,255,No
Andalucía,Córdoba,Córdoba,"37,88473","-4,779152","131,9102",328428,158233,170195,Si
Andalucía,Córdoba,Doña Mencía,"37,55457","-4,357603","598,4364",5044,2483,2561,No
Andalucía,Córdoba,Dos Torres,"38,44524","-4,894932","589,4772",2570,1264,1306,No
Andalucía,Córdoba,Encinas Reales,"37,27488","-4,489717","446,9231",2414,1185,1229,No
Andalucía,Córdoba,Espejo,"37,68211","-4,552363","391,4622",3649,1834,1815,No
Andalucía,Córdoba,Espiel,"38,18865","-5,018202","548,5708",2481,1245,1236,No
Andalucía,Córdoba,Fernán-Núñez,"37,67226","-4,723994","310,7925",9701,4852,4849,No
Andalucía,Córdoba,Fuente-Tójar,"37,51163","-4,148019","589,3212",780,373,407,No
Andalucía,Córdoba,Fuente la Lancha,"38,42257","-5,048906","559,9954",375,190,185,No
Andalucía,Córdoba,Fuente Obejuna,"38,26675","-5,419834","622,7498",5269,2683,2586,No
Andalucía,Córdoba,Fuente Palmera,"37,70319","-5,103904","160,0771",10788,5437,5351,No
Andalucía,Córdoba,Granjuela (La),"38,3711","-5,351436","554,3214",508,258,250,No
Andalucía,Córdoba,Guadalcázar,"37,75755","-4,94463","161,6661",1519,756,763,No
Andalucía,Córdoba,Guijo (El),"38,49629","-4,782716","565,6235",413,212,201,No
Andalucía,Córdoba,Hinojosa del Duque,"38,50099","-5,148333","551,713",7407,3587,3820,No
Andalucía,Córdoba,Hornachuelos,"37,83084","-5,242984","177,4551",4684,2374,2310,No
Andalucía,Córdoba,Iznájar,"37,25726","-4,308423","519,9057",4740,2356,2384,No
Andalucía,Córdoba,Lucena,"37,40873","-4,485598","494,1765",42248,21082,21166,No
Andalucía,Córdoba,Luque,"37,55932","-4,276523","662,4076",3273,1665,1608,No
Andalucía,Córdoba,Montalbán de Córdoba,"37,58292","-4,749699","277,8563",4591,2327,2264,No
Andalucía,Córdoba,Montemayor,"37,64862","-4,698889","386,187",4073,2040,2033,No
Andalucía,Córdoba,Montilla,"37,58963","-4,638313","385,7791",23840,11822,12018,No
Andalucía,Córdoba,Montoro,"38,02617","-4,381874","201,329",9917,4901,5016,No
Andalucía,Córdoba,Monturque,"37,47332","-4,581713","376,9995",2021,1003,1018,No
Andalucía,Córdoba,Moriles,"37,43526","-4,608767","379,1501",3966,1972,1994,No
Andalucía,Córdoba,Nueva Carteya,"37,58566","-4,467291","444,7657",5679,2871,2808,No
Andalucía,Córdoba,Obejo,"38,13433","-4,800506","692,8661",1872,958,914,No
Andalucía,Córdoba,Palenciana,"37,2492","-4,583651","396,5208",1591,795,796,No
Andalucía,Córdoba,Palma del Río,"37,70163","-5,283767","60,91507",21588,10812,10776,No
Andalucía,Córdoba,Pedro Abad,"37,96708","-4,457226","163,2774",2980,1510,1470,No
Andalucía,Córdoba,Pedroche,"38,42873","-4,763438","623,1253",1670,824,846,No
Andalucía,Córdoba,Peñarroya-Pueblonuevo,"38,30304","-5,272851","541,6902",11883,5741,6142,No
Andalucía,Córdoba,Posadas,"37,80041","-5,107038","88,41434",7558,3765,3793,No
Andalucía,Córdoba,Pozoblanco,"38,37742","-4,848376","652,3784",17669,8671,8998,No
Andalucía,Córdoba,Priego de Córdoba,"37,4389","-4,194839","657,6609",23513,11576,11937,No
Andalucía,Córdoba,Puente Genil,"37,39051","-4,770465","219,0715",30033,14927,15106,No
Andalucía,Córdoba,Rambla (La),"37,60816","-4,741319","331,6505",7601,3828,3773,No
Andalucía,Córdoba,Rute,"37,32587","-4,371301","632,5386",10559,5276,5283,No
Andalucía,Córdoba,San Sebastián de los Ballesteros,"37,65493","-4,824157","306,4553",829,425,404,No
Andalucía,Córdoba,Santa Eufemia,"38,59544","-4,902765","547,0313",959,487,472,No
Andalucía,Córdoba,Santaella,"37,56627","-4,845094","238,2158",6090,3077,3013,No
Andalucía,Córdoba,Torrecampo,"38,4751","-4,679456","576,4257",1300,632,668,No
Andalucía,Córdoba,Valenzuela,"37,77508","-4,219841","341,0233",1313,653,660,No
Andalucía,Córdoba,Valsequillo,"38,40498","-5,35168","578,0466",405,199,206,No
Andalucía,Córdoba,Victoria (La),"37,88327","-4,784959","122,8182",2197,1099,1098,No
Andalucía,Córdoba,Villa del Río,"37,98227","-4,290878","164,0046",7425,3752,3673,No
Andalucía,Córdoba,Villafranca de Córdoba,"37,96193","-4,545728","143,0544",4552,2332,2220,No
Andalucía,Córdoba,Villaharta,"38,13951","-4,903052","578,8654",743,377,366,No
Andalucía,Córdoba,Villanueva de Córdoba,"38,32279","-4,628341","728,5879",9663,4789,4874,No
Andalucía,Córdoba,Villanueva del Duque,"38,39297","-5,000132","583,8452",1637,805,832,No
Andalucía,Córdoba,Villanueva del Rey,"38,19965","-5,151443","556,6314",1204,606,598,No
Andalucía,Córdoba,Villaralto,"38,45571","-4,984371","586,7803",1332,655,677,No
Andalucía,Córdoba,Villaviciosa de Córdoba,"38,07598","-5,014214","699,2513",3558,1822,1736,No
Andalucía,Córdoba,Viso (El),"38,4827","-4,955392","578,6813",2810,1381,1429,No
Andalucía,Córdoba,Zuheros,"37,54314","-4,316415","652,7948",784,401,383,No
Andalucía,Granada,Agrón,"37,03058","-3,829724","1057,493",358,182,176,No
Andalucía,Granada,Alamedilla,"37,58174","-3,244309","867,9614",721,364,357,No
Andalucía,Granada,Albolote,"37,23085","-3,657415","650,2138",17089,8583,8506,No
Andalucía,Granada,Albondón,"36,82729","-3,210813","894,4161",871,485,386,No
Andalucía,Granada,Albuñán,"37,22719","-3,133893","1115,975",436,232,204,No
Andalucía,Granada,Albuñol,"36,79125","-3,203485","247,2122",6704,3480,3224,No
Andalucía,Granada,Albuñuelas,"36,9282","-3,631472","728,1844",1015,519,496,No
Andalucía,Granada,Aldeire,"37,16264","-3,072488","1274,015",707,356,351,No
Andalucía,Granada,Alfacar,"37,23657","-3,570654","915,6451",5401,2749,2652,No
Andalucía,Granada,Algarinejo,"37,32492","-4,158846","596,2101",3705,1880,1825,No
Andalucía,Granada,Alhama de Granada,"37,00252","-3,988389","890,953",6062,3171,2891,No
Andalucía,Granada,Alhendín,"37,1076","-3,645584","736,6528",6298,3265,3033,No
Andalucía,Granada,Alicún de Ortega,"37,60968","-3,137986","692,778",526,283,243,No
Andalucía,Granada,Almegíjar,"36,90245","-3,299801","811,4709",392,202,190,No
Andalucía,Granada,Almuñécar,"36,73454","-3,690736","24,01802",27696,13677,14019,No
Andalucía,Granada,Alpujarra de la Sierra,"36,9815","-3,157129","1238,541",1153,599,554,No
Andalucía,Granada,Alquife,"37,17983","-3,116288","1202,946",718,354,364,No
Andalucía,Granada,Arenas del Rey,"36,95771","-3,894323","870,3409",2071,1084,987,No
Andalucía,Granada,Armilla,"37,1401","-3,617981","671,618",21380,10836,10544,No
Andalucía,Granada,Atarfe,"37,2229","-3,687416","604,92",15399,7787,7612,No
Andalucía,Granada,Baza,"37,49065","-2,774473","850,2978",23359,11672,11687,No
Andalucía,Granada,Beas de Granada,"37,21916","-3,481737","1068,34",1050,560,490,No
Andalucía,Granada,Beas de Guadix,"37,2794","-3,205976","955,7032",378,196,182,No
Andalucía,Granada,Benalúa,"37,3503","-3,16904","858,6871",3326,1657,1669,No
Andalucía,Granada,Benalúa de las Villas,"37,42758","-3,683473","848,7814",1434,792,642,No
Andalucía,Granada,Benamaurel,"37,60913","-2,699214","719,2347",2417,1217,1200,No
Andalucía,Granada,Bérchules,"36,97672","-3,190379","1330,123",820,438,382,No
Andalucía,Granada,Bubión,"36,94883","-3,356741","1298,578",358,187,171,No
Andalucía,Granada,Busquístar,"36,93771","-3,294846","1160,204",311,172,139,No
Andalucía,Granada,Cacín,"37,05995","-3,91689","701,9979",633,317,316,No
Andalucía,Granada,Cádiar,"36,94673","-3,180546","926,387",1634,859,775,No
Andalucía,Granada,Cájar,"37,13422","-3,570618","730,5661",4596,2227,2369,No
Andalucía,Granada,Calahorra (La),"37,18137","-3,064513","1198,746",800,408,392,No
Andalucía,Granada,Calicasas,"37,27329","-3,6182","764,5505",564,279,285,No
Andalucía,Granada,Campotéjar,"37,48131","-3,616497","925,5419",1420,724,696,No
Andalucía,Granada,Cáñar,"36,92661","-3,428235","1026,397",429,224,205,No
Andalucía,Granada,Caniles,"37,43626","-2,722401","914,9191",4955,2502,2453,No
Andalucía,Granada,Capileira,"36,96122","-3,358654","1444,893",554,281,273,No
Andalucía,Granada,Carataunas,"36,92287","-3,408202","761,6864",192,94,98,No
Andalucía,Granada,Cástaras,"36,93169","-3,253733","1021,059",268,146,122,No
Andalucía,Granada,Castilléjar,"37,7147","-2,642967","770,9531",1584,785,799,No
Andalucía,Granada,Castril,"37,79573","-2,779088","904,8172",2465,1254,1211,No
Andalucía,Granada,Cenes de la Vega,"37,15931","-3,537524","746,4172",6501,3353,3148,No
Andalucía,Granada,Chauchina,"37,20142","-3,77254","552,4158",4778,2396,2382,No
Andalucía,Granada,Chimeneas,"37,13137","-3,823198","699,7101",1507,795,712,No
Andalucía,Granada,Churriana de la Vega,"37,14777","-3,64595","657,35",12001,5989,6012,No
Andalucía,Granada,Cijuela,"37,19989","-3,810801","539,7335",2857,1463,1394,No
Andalucía,Granada,Cogollos de Guadix,"37,22443","-3,161336","1142,019",715,380,335,No
Andalucía,Granada,Cogollos de la Vega,"37,27486","-3,572908","997,7243",2083,1066,1017,No
Andalucía,Granada,Colomera,"37,37206","-3,71382","855,0217",1568,825,743,No
Andalucía,Granada,Cortes de Baza,"37,65493","-2,769917","707,9819",2266,1128,1138,No
Andalucía,Granada,Cortes y Graena,"37,30363","-3,218777","976,4355",1037,522,515,No
Andalucía,Granada,Cuevas del Campo,"37,60847","-2,931033","832,7582",2077,1066,1011,No
Andalucía,Granada,Cúllar,"37,58368","-2,576282","895,665",4766,2401,2365,No
Andalucía,Granada,Cúllar Vega,"37,15327","-3,670436","643,1689",6658,3390,3268,No
Andalucía,Granada,Darro,"37,35002","-3,292531","1115,744",1468,740,728,No
Andalucía,Granada,Dehesas de Guadix,"37,58868","-3,102278","684,2996",504,242,262,No
Andalucía,Granada,Deifontes,"37,32524","-3,594484","744,6108",2530,1288,1242,No
Andalucía,Granada,Diezma,"37,32085","-3,331664","1227,448",816,427,389,No
Andalucía,Granada,Dílar,"37,07499","-3,601624","878,0067",1728,868,860,No
Andalucía,Granada,Dólar,"37,18004","-2,989589","1204,454",611,310,301,No
Andalucía,Granada,Dúdar,"37,18567","-3,484442","812,0253",335,180,155,No
Andalucía,Granada,Dúrcal,"36,98793","-3,56616","786,6514",7264,3664,3600,No
Andalucía,Granada,Escúzar,"37,06251","-3,761499","873,6536",830,428,402,No
Andalucía,Granada,Ferreira,"37,17229","-3,036083","1267,67",342,174,168,No
Andalucía,Granada,Fonelas,"37,41344","-3,173344","785,6204",1118,563,555,No
Andalucía,Granada,Freila,"37,52869","-2,906795","824,4169",1109,544,565,No
Andalucía,Granada,Fuente Vaqueros,"37,21957","-3,783053","545,4914",4395,2204,2191,No
Andalucía,Granada,Gabias (Las),"37,135","-3,698333","703,1069",16369,8466,7903,No
Andalucía,Granada,Galera,"37,74289","-2,551193","837,2482",1106,550,556,No
Andalucía,Granada,Gobernador,"37,47737","-3,320455","1039,05",285,141,144,No
Andalucía,Granada,Gójar,"37,10443","-3,606203","791,8748",5206,2700,2506,No
Andalucía,Granada,Gor,"37,36952","-2,969444","1241,51",920,466,454,No
Andalucía,Granada,Gorafe,"37,47902","-3,044275","847,6644",489,237,252,No
Andalucía,Granada,Granada,"37,17649","-3,597929","697,486",234325,108745,125580,Si
Andalucía,Granada,Guadahortuna,"37,55655","-3,400713","968,3403",2057,1067,990,No
Andalucía,Granada,Guadix,"37,3004","-3,134583","919,4025",20395,10132,10263,No
Andalucía,Granada,Guajares (Los),"36,84568","-3,61165","475,6051",1243,680,563,No
Andalucía,Granada,Gualchos,"36,74357","-3,389869","335,95",4368,2315,2053,No
Andalucía,Granada,Güejar Sierra,"37,15992","-3,438619","1098,16",2967,1576,1391,No
Andalucía,Granada,Güevéjar,"37,25698","-3,597678","876,2341",2400,1227,1173,No
Andalucía,Granada,Huélago,"37,4198","-3,260146","914,9307",391,206,185,No
Andalucía,Granada,Huéneja,"37,17693","-2,948596","1155,85",1201,608,593,No
Andalucía,Granada,Huéscar,"37,80949","-2,539663","959,9781",8232,4085,4147,No
Andalucía,Granada,Huétor de Santillán,"37,21823","-3,517399","1019,823",1824,931,893,No
Andalucía,Granada,Huétor Tájar,"37,19463","-4,047139",489,9953,5028,4925,No
Andalucía,Granada,Huétor Vega,"37,15238","-3,575904","739,9867",11324,5699,5625,No
Andalucía,Granada,Illora,"37,28843","-3,879782","775,8689",10440,5207,5233,No
Andalucía,Granada,Itrabo,"36,79948","-3,638711","384,3103",1140,586,554,No
Andalucía,Granada,Iznalloz,"37,3927","-3,527549","816,3354",7065,3613,3452,No
Andalucía,Granada,Jayena,"36,94883","-3,822807","911,8392",1225,636,589,No
Andalucía,Granada,Jerez del Marquesado,"37,18385","-3,159872","1237,271",1109,562,547,No
Andalucía,Granada,Jete,"36,79732","-3,668151","134,2804",892,478,414,No
