Comunidad,Provincia,Población,Latitud,Longitud,Altitud,Habitantes,Hombres,Mujeres,Capital
Andalucía,Sevilla,Villanueva del Ariscal,37.39572,-6.141313,"152,3999",6045,2965,3080,No
Andalucía,Sevilla,Villanueva del Río y Minas,37.6601,-5.714389,"55,40402",5283,2620,2663,No
Andalucía,Sevilla,Villaverde del Río,37.58805,-5.873684,"19,56544",7337,3741,3596,No
Andalucía,Sevilla,Viso del Alcor (El),37.38826,-5.719357,"145,2844",18351,9251,9100,No
Aragón,Huesca,Aínsa-Sobrarbe,42.41556,0.1469093,"533,0886",2179,1122,1057,No
Aragón,Huesca,Albalate de Cinca,41.72295,0.145821,"193,5133",1205,638,567,No
Aragón,Huesca,Alcolea de Cinca,41.71719,0.1180138,"196,6943",1186,621,565,No
Aragón,Huesca,Almudévar,42.03736,-0.5796334,"401,6333",2552,1323,1229,No
Aragón,Huesca,Altorricón,41.80322,0.4131394,"264,4067",1518,836,682,No
Aragón,Huesca,Ayerbe,42.27497,-0.6887537,"592,9154",1125,568,557,No
Aragón,Huesca,Barbastro,42.0348,0.1239805,"336,4226",16924,8315,8609,No
Aragón,Huesca,Belver de Cinca,41.68973,0.1784385,"195,5677",1380,737,643,No
Aragón,Huesca,Benabarre,42.10639,0.4791799,"720,4813",1199,624,575,No
Aragón,Huesca,Benasque,42.60514,0.5239731,"1158,04",2200,1157,1043,No
Aragón,Huesca,Biescas,42.62798,-0.3246984,"866,7526",1675,920,755,No
Aragón,Huesca,Binaced,41.82656,0.2010187,"281,8098",1528,787,741,No
Aragón,Huesca,Binéfar,41.85286,0.2937235,"288,9169",9444,4965,4479,No
Aragón,Huesca,Boltaña,42.44247,0.0698157,"581,7597",1035,569,466,No
Aragón,Huesca,Fonz,42.01005,0.2583155,"442,3823",1034,528,506,No
Aragón,Huesca,Fraga,41.52243,0.3489263,"129,2042",14302,7424,6878,No
Aragón,Huesca,Grañén,41.93995,-0.3692021,"328,7679",2038,1046,992,No
Aragón,Huesca,Graus,42.19274,0.3389097,"457,7887",3665,1892,1773,No
Aragón,Huesca,Gurrea de Gállego,42.01335,-0.7621484,"339,3757",1706,891,815,No
Aragón,Huesca,Huesca,42.1401,-0.408898,467,52059,25373,26686,Si
Aragón,Huesca,Jaca,42.57101,-0.5494531,"815,3232",13396,6718,6678,No
Aragón,Huesca,Lalueza,41.84184,-0.255536,"287,3316",1132,595,537,No
Aragón,Huesca,Lanaja,41.77214,-0.32952,"373,5856",1460,755,705,No
Aragón,Huesca,Monzón,41.91031,0.1946406,"283,2903",17042,8772,8270,No
Aragón,Huesca,Sabiñánigo,42.5197,-0.3650786,"798,9523",10378,5299,5079,No
Aragón,Huesca,Sallent de Gállego,42.77204,-0.3347842,"1311,04",1480,748,732,No
Aragón,Huesca,Sariñena,41.79218,-0.1572419,"287,0003",4455,2327,2128,No
Aragón,Huesca,Sotonera (La),42.25468,-0.5446912,"600,4966",1075,570,505,No
Aragón,Huesca,Tamarite de Litera,41.86698,0.4220118,"361,4778",3743,1896,1847,No
Aragón,Huesca,Tardienta,41.97935,-0.538924,"383,5266",1035,532,503,No
Aragón,Huesca,Torrente de Cinca,41.47287,0.3348973,"113,8372",1370,741,629,No
Aragón,Huesca,Zaidín,41.60407,0.266089,"162,6138",1729,889,840,No
Aragón,Teruel,Albalate del Arzobispo,41.12081,-0.510963,"347,3883",2195,1125,1070,No
Aragón,Teruel,Albarracín,40.40652,-1.444402,"1157,773",1097,562,535,No
Aragón,Teruel,Alcañiz,41.04895,-0.1306302,"341,0952",16392,8294,8098,No
Aragón,Teruel,Alcorisa,40.89169,-0.3806293,"639,8223",3698,1898,1800,No
Aragón,Teruel,Andorra,40.97544,-0.4436573,"721,1627",8403,4366,4037,No
Aragón,Teruel,Calaceite,41.01737,0.1883228,"515,0114",1131,596,535,No
Aragón,Teruel,Calamocha,40.92026,-1.300972,"885,8004",4776,2458,2318,No
Aragón,Teruel,Calanda,40.94182,-0.2341148,"459,9382",3899,1954,1945,No
Aragón,Teruel,Cella,40.4551,-1.286764,"1033,89",3112,1697,1415,No
Aragón,Teruel,Escucha,40.79532,-0.8095553,"1070,983",1003,567,436,No
Aragón,Teruel,Híjar,41.17572,-0.451008,"286,6444",1900,970,930,No
Aragón,Teruel,Mas de las Matas,40.83395,-0.2415907,"501,934",1436,750,686,No
Aragón,Teruel,Monreal del Campo,40.7903,-1.354099,"944,271",2744,1369,1375,No
Aragón,Teruel,Montalbán,40.83571,-0.7995237,"852,6946",1448,753,695,No
Aragón,Teruel,Mora de Rubielos,40.25319,-0.7525505,"1052,556",1756,936,820,No
Aragón,Teruel,Puebla de Híjar (La),41.2209,-0.443926,"249,8602",1024,533,491,No
Aragón,Teruel,Santa Eulalia,40.56639,-1.312636,"988,6647",1185,582,603,No
Aragón,Teruel,Sarrión,40.14188,-0.815191,"988,1364",1155,644,511,No
Aragón,Teruel,Teruel,40.34411,-1.10691,"927,4562",35396,17264,18132,Si
Aragón,Teruel,Utrillas,40.81327,-0.843052,"945,4211",3388,1767,1621,No
Aragón,Teruel,Valderrobres,40.87544,0.1556791,"506,0121",2285,1207,1078,No
Aragón,Zaragoza,Ainzón,41.81704,-1.520205,"434,0218",1277,661,616,No
Aragón,Zaragoza,Alagón,41.77036,-1.121953,"238,9708",7195,3664,3531,No
Aragón,Zaragoza,Alfajarín,41.61547,-0.7004536,"196,5611",2053,1066,987,No
Aragón,Zaragoza,Alfamén,41.43915,-1.246699,"447,2267",1513,814,699,No
Aragón,Zaragoza,Alhama de Aragón,41.29637,-1.894019,"663,7305",1225,632,593,No
Aragón,Zaragoza,Almunia de Doña Godina (La),41.4774,-1.37605,"371,3371",7911,4112,3799,No
Aragón,Zaragoza,Ariza,41.31088,-2.053553,"713,859",1267,652,615,No
Aragón,Zaragoza,Ateca,41.33101,-1.793537,"599,9296",2113,1088,1025,No
Aragón,Zaragoza,Belchite,41.3061,-0.7543449,"443,8954",1671,864,807,No
Aragón,Zaragoza,Biota,42.26216,-1.18699,"490,6575",1131,584,547,No
Aragón,Zaragoza,Boquiñeni,41.84874,-1.249734,"227,7671",1025,512,513,No
Aragón,Zaragoza,Borja,41.83517,-1.531878,"452,7229",5030,2570,2460,No
Aragón,Zaragoza,Brea de Aragón,41.52528,-1.598545,"575,503",1897,953,944,No
Aragón,Zaragoza,Bujaraloz,41.49786,-0.1492837,"329,2621",1048,549,499,No
Aragón,Zaragoza,Burgo de Ebro (El),41.57219,-0.7410918,186,2298,1202,1096,No
Aragón,Zaragoza,Cadrete,41.55568,-0.960096,"305,3771",2777,1459,1318,No
Aragón,Zaragoza,Calatayud,41.35432,-1.647009,"541,744",21933,10909,11024,No
Aragón,Zaragoza,Calatorao,41.52506,-1.344612,"344,1744",3072,1612,1460,No
Aragón,Zaragoza,Cariñena,41.33694,-1.224118,"600,7257",3665,1921,1744,No
Aragón,Zaragoza,Caspe,41.234,-0.0440777,"162,4285",9728,5141,4587,No
Aragón,Zaragoza,Cuarte de Huerva,41.59271,-0.9310773,"268,2757",7687,4023,3664,No
Aragón,Zaragoza,Daroca,41.11533,-1.413934,"783,9178",2331,1156,1175,No
Aragón,Zaragoza,Ejea de los Caballeros,42.12921,-1.137434,"343,5083",17331,8958,8373,No
Aragón,Zaragoza,Épila,41.60128,-1.2846,"313,3686",4691,2502,2189,No
Aragón,Zaragoza,Escatrón,41.29251,-0.3247748,"144,0067",1163,586,577,No
Aragón,Zaragoza,Fabara,41.17867,0.1670119,"237,3806",1225,661,564,No
Aragón,Zaragoza,Figueruelas,41.76659,-1.175401,"255,9903",1351,692,659,No
Aragón,Zaragoza,Fuentes de Ebro,41.51084,-0.6375385,"192,7446",4596,2398,2198,No
Aragón,Zaragoza,Gallur,41.86982,-1.31786,"243,1283",3026,1526,1500,No
Aragón,Zaragoza,Gelsa,41.40663,-0.4618234,"153,7756",1226,634,592,No
Aragón,Zaragoza,Illueca,41.53632,-1.623442,"589,6152",3381,1689,1692,No
Aragón,Zaragoza,Leciñena,41.79892,-0.6105711,"418,5828",1299,643,656,No
Aragón,Zaragoza,Luceni,41.82837,-1.238942,"234,3191",1101,558,543,No
Aragón,Zaragoza,Lumpiaque,41.63025,-1.300083,"314,7662",1050,567,483,No
Aragón,Zaragoza,Maella,41.12497,0.1398754,"285,3151",2027,1042,985,No
Aragón,Zaragoza,Magallón,41.83311,-1.461193,"395,1459",1223,644,579,No
Aragón,Zaragoza,Mallén,41.90051,-1.418496,"287,8513",3731,1987,1744,No
Aragón,Zaragoza,Maluenda,41.28719,-1.614295,"595,9858",1100,539,561,No
Aragón,Zaragoza,María de Huerva,41.53905,-0.9935882,"332,9163",4444,2352,2092,No
Aragón,Zaragoza,Mequinenza,41.37765,0.3028557,"92,34655",2492,1278,1214,No
Aragón,Zaragoza,Morata de Jalón,41.47309,-1.473444,"421,1948",1360,666,694,No
Aragón,Zaragoza,Muel,41.46351,-1.086437,"434,2508",1388,701,687,No
Aragón,Zaragoza,Muela (La),41.58038,-1.119097,"595,3652",4928,2506,2422,No
Aragón,Zaragoza,Nonaspe,41.20777,0.2464202,"176,9074",1083,575,508,No
Aragón,Zaragoza,Pastriz,41.61824,-0.7817926,"186,568",1392,682,710,No
Aragón,Zaragoza,Pedrola,41.79163,-1.214005,"234,6053",3667,1930,1737,No
Aragón,Zaragoza,Pina de Ebro,41.48727,-0.5319692,"160,1591",2597,1349,1248,No
Aragón,Zaragoza,Pinseque,41.73702,-1.103119,"229,0275",3423,1760,1663,No
Aragón,Zaragoza,Puebla de Alfindén (La),41.6295,-0.7525974,"192,6578",5033,2635,2398,No
Aragón,Zaragoza,Quinto,41.42392,-0.4982721,"174,2326",2108,1085,1023,No
Aragón,Zaragoza,Remolinos,41.83844,-1.176524,"230,4963",1192,611,581,No
Aragón,Zaragoza,Ricla,41.50775,-1.402532,"369,2624",3469,1918,1551,No
Aragón,Zaragoza,Sádaba,42.28138,-1.272321,"445,3837",1666,844,822,No
Aragón,Zaragoza,San Mateo de Gállego,41.8306,-0.7690734,"281,4621",3009,1558,1451,No
Aragón,Zaragoza,Sástago,41.3213,-0.3509796,"149,263",1115,568,547,No
Aragón,Zaragoza,Tarazona,41.90277,-1.7254,"487,6725",11211,5536,5675,No
Aragón,Zaragoza,Tauste,41.92117,-1.2554,"274,6931",7710,3858,3852,No
Aragón,Zaragoza,Torres de Berrellén,41.75779,-1.066284,"215,0211",1523,795,728,No
Aragón,Zaragoza,Utebo,41.71503,-0.9947444,"208,7015",17677,9005,8672,No
Aragón,Zaragoza,Villamayor de Gállego,41.68518,-0.7733151,"231,1234",2868,1433,1435,No
Aragón,Zaragoza,Villanueva de Gállego,41.76796,-0.8275479,"251,0012",4255,2154,2101,No
Aragón,Zaragoza,Zaragoza,41.65629,-0.8765379,"204,0027",674317,328470,345847,Si
Aragón,Zaragoza,Zuera,41.86918,-0.7881644,285,7427,3879,3548,No
Asturias,Asturias,Allande,43.26667,-6.616667,"580,7288",2068,1056,1012,No
Asturias,Asturias,Aller,43.1497,-5.687873,"870,3992",12766,6260,6506,No
Asturias,Asturias,Avilés,43.55577,-5.927617,"8,896673",84242,40419,43823,No
Asturias,Asturias,Belmonte de Miranda,43.28253,-6.218905,"220,3919",1807,927,880,No
Asturias,Asturias,Bimenes,43.3307,-5.564885,"320,1294",1880,893,987,No
Asturias,Asturias,Boal,43.4296,-6.817878,"461,5823",1979,976,1003,No
Asturias,Asturias,Cabrales,43.3,-4.8,"135,4523",2237,1149,1088,No
Asturias,Asturias,Cabranes,43.41804,-5.407559,"290,5875",1101,561,540,No
Asturias,Asturias,Candamo,43.44661,-6.058167,"40,71626",2180,1068,1112,No
Asturias,Asturias,Cangas de Onís,43.3485,-5.126967,"83,8837",6761,3325,3436,No
Asturias,Asturias,Cangas del Narcea,43.17706,-6.549129,"395,787",14589,7294,7295,No
Asturias,Asturias,Carreño,43.54855,-5.789795,"84,34576",10936,5327,5609,No
Asturias,Asturias,Caso,43.18333,-5.35,"623,0895",1869,1016,853,No
Asturias,Asturias,Castrillón,43.55,-5.967,"86,8708",22894,11195,11699,No
Asturias,Asturias,Castropol,43.52812,-7.030118,"22,08328",3845,1842,2003,No
Asturias,Asturias,Coaña,43.51527,-6.750185,"80,89793",3442,1677,1765,No
Asturias,Asturias,Colunga,43.48529,-5.270611,"17,92281",3878,1913,1965,No
Asturias,Asturias,Corvera de Asturias,43.51012,-5.869227,"56,71637",15955,7857,8098,No
Asturias,Asturias,Cudillero,43.56096,-6.144997,"69,32003",5797,2848,2949,No
Asturias,Asturias,Degaña,42.94008,-6.570541,"847,1716",1233,658,575,No
Asturias,Asturias,Franco (El),43.55703,-6.87387,"54,68772",4073,2031,2042,No
Asturias,Asturias,Gijón,43.54526,-5.661926,"10,46988",277554,131594,145960,No
Asturias,Asturias,Gozón,43.60997,-5.789972,"23,33944",10738,5233,5505,No
Asturias,Asturias,Grado,43.38855,-6.06973,"70,00195",11033,5368,5665,No
Asturias,Asturias,Grandas de Salime,43.21853,-6.876276,"567,9332",1075,553,522,No
Asturias,Asturias,Ibias,43.03333,-6.866667,"363,6068",1711,914,797,No
Asturias,Asturias,Illas,43.5,-5.966667,"156,5609",1009,523,486,No
Asturias,Asturias,Langreo,43.29636,-5.682541,"216,0747",45565,21697,23868,No
Asturias,Asturias,Laviana,43.23576,-5.55625,"297,8459",14210,6880,7330,No
Asturias,Asturias,Lena,43.15833,-5.829167,"316,1207",12766,6199,6567,No
Asturias,Asturias,Llanera,43.46667,-5.933333,"234,8832",13776,6822,6954,No
Asturias,Asturias,Llanes,43.41953,-4.750914,"19,37611",14013,6838,7175,No
Asturias,Asturias,Mieres,43.25179,-5.776198,"210,1827",44070,20969,23101,No
Asturias,Asturias,Morcín,43.28333,-5.883333,"236,8473",2964,1481,1483,No
Asturias,Asturias,Muros de Nalón,43.5437,-6.099785,"114,3644",1970,914,1056,No
Asturias,Asturias,Nava,43.35816,-5.505977,"244,3763",5594,2760,2834,No
Asturias,Asturias,Navia,43.5401,-6.723192,"8,619591",9190,4490,4700,No
Asturias,Asturias,Noreña,43.39547,-5.706471,"207,6058",5415,2641,2774,No
Asturias,Asturias,Oviedo,43.36026,-5.844759,"238,8659",224005,104605,119400,Si
Asturias,Asturias,Parres,43.37,-5.19,"139,5952",5842,2874,2968,No
Asturias,Asturias,Peñamellera Baja,43.31,-4.59,"260,1066",1391,701,690,No
Asturias,Asturias,Piloña,43.351,-5.363,"180,9473",8060,3942,4118,No
Asturias,Asturias,Pravia,43.49004,-6.112017,"41,19317",9131,4431,4700,No
Asturias,Asturias,Quirós,43.15,-5.966667,"596,6254",1389,766,623,No
Asturias,Asturias,Regueras (Las),43.41374,-5.970489,"183,5744",2025,1010,1015,No
Asturias,Asturias,Ribadedeva,43.37,-4.57,"73,00428",1852,911,941,No
Asturias,Asturias,Ribadesella,43.46145,-5.059171,"23,78174",6296,2991,3305,No
Asturias,Asturias,Ribera de Arriba,43.30809,-5.893434,"201,4535",1973,1014,959,No
Asturias,Asturias,Riosa,43.2,-5.9,"1073,679",2200,1119,1081,No
Asturias,Asturias,Salas,43.40976,-6.260448,"243,8303",5962,2946,3016,No
Asturias,Asturias,San Martín del Rey Aurelio,43.27671,-5.607564,"266,8616",18729,9062,9667,No
Asturias,Asturias,Sariego,43.40997,-5.560419,"283,0529",1331,635,696,No
Asturias,Asturias,Siero,43.383,-5.65,"266,4884",51181,24987,26194,No
Asturias,Asturias,Somiedo,43.1,-6.25,"1017,7",1435,788,647,No
Asturias,Asturias,Soto del Barco,43.53319,-6.069166,"68,42937",4052,1982,2070,No
Asturias,Asturias,Tapia de Casariego,43.56975,-6.943604,"25,45387",4186,2021,2165,No
Asturias,Asturias,Teverga,43.15,-6.1,"693,9147",1933,1020,913,No
Asturias,Asturias,Tineo,43.33509,-6.414816,"671,4896",11146,5630,5516,No
Asturias,Asturias,Valdés,43.54389,-6.535833,"18,18302",13529,6604,6925,No
Asturias,Asturias,Vegadeo,43.46476,-7.05106,"5,833657",4240,2068,2172,No
Asturias,Asturias,Villaviciosa,43.48137,-5.435346,"8,267545",14775,7247,7528,No
Asturias,Asturias,Villayón,43.44804,-6.705317,"372,2103",1582,797,785,No
Canarias,Las Palmas,Agaete,28.10045,-15.69982,"50,89878",5782,2903,2879,No
Canarias,Las Palmas,Agüimes,27.90411,-15.44564,"274,6894",28924,14814,14110,No
Canarias,Las Palmas,Aldea de San Nicolás (La),27.99022,-15.78118,"53,51977",8539,4299,4240,No
Canarias,Las Palmas,Antigua,28.42347,-14.01455,"257,4895",10371,5639,4732,No
Canarias,Las Palmas,Arrecife,28.95951,-13.5476,"4,273663",59127,30443,28684,No
Canarias,Las Palmas,Artenara,28.02005,-15.64664,"1229,801",1257,674,583,No
Canarias,Las Palmas,Arucas,28.11927,-15.52474,"251,5649",36259,18159,18100,No
Canarias,Las Palmas,Firgas,28.10761,-15.56337,"501,9252",7524,3859,3665,No
Canarias,Las Palmas,Gáldar,28.14404,-15.65036,"114,2928",24405,12285,12120,No
Canarias,Las Palmas,Haría,29.14651,-13.4977,"278,1612",5249,2740,2509,No
Canarias,Las Palmas,Ingenio,27.92047,-15.44246,"312,7698",29319,14879,14440,No
Canarias,Las Palmas,Mogán,27.8837,-15.72398,"253,7186",21690,11358,10332,No
Canarias,Las Palmas,Moya,28.1,-15.58333,"553,071",8054,4070,3984,No
Canarias,Las Palmas,Oliva (La),28.6104,-13.9288,"220,1189",21996,11854,10142,No
Canarias,Las Palmas,Pájara,28.35059,-14.10761,"199,2286",20821,11425,9396,No
Canarias,Las Palmas,Palmas de Gran Canaria (Las),28.12482,-15.43001,"7,271036",381847,186191,195656,Si
Canarias,Las Palmas,Puerto del Rosario,28.4965,-13.86221,"17,26586",35667,18551,17116,No
Canarias,Las Palmas,San Bartolomé,27.92461,-15.573,"886,5434",18517,9525,8992,No
Canarias,Las Palmas,San Bartolomé de Tirajana,27.92461,-15.573,"886,5434",52161,27228,24933,No
Canarias,Las Palmas,Santa Brígida,28.0306,-15.49134,"554,6102",19154,9528,9626,No
Canarias,Las Palmas,Santa Lucía de Tirajana,27.91272,-15.54124,"685,452",63637,32142,31495,No
Canarias,Las Palmas,Santa María de Guía de Gran Canaria,28.13915,-15.63284,"184,0675",14069,7022,7047,No
Canarias,Las Palmas,Teguise,29.05942,-13.5603,"303,7625",19418,9930,9488,No
Canarias,Las Palmas,Tejeda,27.99499,-15.61547,"1047,64",2164,1140,1024,No
Canarias,Las Palmas,Telde,27.99604,-15.41789,"150,629",100015,49765,50250,No
Canarias,Las Palmas,Teror,28.0595,-15.54824,"591,0235",12926,6635,6291,No
Canarias,Las Palmas,Tías,28.95304,-13.65303,"203,0193",19849,10245,9604,No
Canarias,Las Palmas,Tinajo,29.06644,-13.67695,"197,1857",5837,3079,2758,No
Canarias,Las Palmas,Tuineje,28.32417,-14.04758,"184,2644",13632,7079,6553,No
Canarias,Las Palmas,Valleseco,28.04794,-15.5737,"1046,185",3968,2091,1877,No
Canarias,Las Palmas,Valsequillo de Gran Canaria,27.99119,-15.49928,"579,2171",9067,4617,4450,No
Canarias,Las Palmas,Vega de San Mateo,28.01057,-15.53256,"832,0562",7636,3908,3728,No
Canarias,Las Palmas,Yaiza,28.95247,-13.76526,"180,6911",13941,7570,6371,No
Canarias,Santa Cruz de Tenerife,Adeje,28.12185,-16.72464,"288,9392",43204,22277,20927,No
Canarias,Santa Cruz de Tenerife,Agulo,28.18672,-17.19591,"199,3272",1200,599,601,No
Canarias,Santa Cruz de Tenerife,Alajeró,28.06276,-17.23902,"821,5216",2110,1141,969,No
Canarias,Santa Cruz de Tenerife,Arafo,28.34072,-16.41512,"432,3514",5502,2697,2805,No
Canarias,Santa Cruz de Tenerife,Arico,28.1778,-16.47941,"362,0416",7850,4044,3806,No
Canarias,Santa Cruz de Tenerife,Arona,28.10047,-16.68066,"630,8655",78614,40879,37735,No
Canarias,Santa Cruz de Tenerife,Barlovento,28.82735,-17.80326,"560,6917",2363,1195,1168,No
Canarias,Santa Cruz de Tenerife,Breña Alta,28.65905,-17.79119,"370,9761",7337,3636,3701,No
Canarias,Santa Cruz de Tenerife,Breña Baja,28.63037,-17.79027,"539,2067",5115,2619,2496,No
Canarias,Santa Cruz de Tenerife,Buenavista del Norte,28.37029,-16.85024,"127,8591",5194,2662,2532,No
Canarias,Santa Cruz de Tenerife,Candelaria,28.35276,-16.37013,10,24319,11964,12355,No
Canarias,Santa Cruz de Tenerife,Fasnia,28.23996,-16.43982,"482,8613",2774,1408,1366,No
Canarias,Santa Cruz de Tenerife,Frontera,27.75379,-18.00364,"339,0463",4009,2039,1970,No
Canarias,Santa Cruz de Tenerife,Fuencaliente de la Palma,28.4885,-17.84942,"604,7274",1935,981,954,No
Canarias,Santa Cruz de Tenerife,Garachico,28.37217,-16.76521,"11,52424",5416,2713,2703,No
Canarias,Santa Cruz de Tenerife,Garafía,28.81667,-17.91667,"899,6116",1804,932,872,No
Canarias,Santa Cruz de Tenerife,Granadilla de Abona,28.12018,-16.57691,"647,0933",39993,20540,19453,No
Canarias,Santa Cruz de Tenerife,Guancha (La),28.37436,-16.65256,"483,8696",5487,2696,2791,No
Canarias,Santa Cruz de Tenerife,Guía de Isora,28.20995,-16.779,"590,0607",20536,10396,10140,No
Canarias,Santa Cruz de Tenerife,Güímar,28.31723,-16.41325,"307,1391",17662,8702,8960,No
Canarias,Santa Cruz de Tenerife,Hermigua,28.16725,-17.19206,"127,1466",2203,1106,1097,No
Canarias,Santa Cruz de Tenerife,Icod de los Vinos,28.36761,-16.71886,"229,9812",24024,11917,12107,No
Canarias,Santa Cruz de Tenerife,Llanos de Aridane (Los),28.65619,-17.91137,"345,7089",20766,10199,10567,No
Canarias,Santa Cruz de Tenerife,Matanza de Acentejo (La),28.45248,-16.46325,"282,3254",8369,4242,4127,No
Canarias,Santa Cruz de Tenerife,Orotava (La),28.39108,-16.52354,"342,5714",41171,20328,20843,No
Canarias,Santa Cruz de Tenerife,Paso (El),28.65043,-17.87833,"669,5245",7815,3953,3862,No
Canarias,Santa Cruz de Tenerife,Pinar de El Hierro (El),27.7255,-18.0243,"1330,287",1888,965,923,No
Canarias,Santa Cruz de Tenerife,Puerto de la Cruz,28.41339,-16.54516,"53,82357",32219,15652,16567,No
Canarias,Santa Cruz de Tenerife,Puntagorda,28.75,-17.96667,"849,1637",2108,1080,1028,No
Canarias,Santa Cruz de Tenerife,Puntallana,28.73491,-17.7509,"494,2469",2460,1236,1224,No
Canarias,Santa Cruz de Tenerife,Realejos (Los),28.36667,-16.58333,"596,4269",37559,18601,18958,No
Canarias,Santa Cruz de Tenerife,Rosario (El),28.42729,-16.35815,"722,4636",17182,8841,8341,No
Canarias,Santa Cruz de Tenerife,San Andrés y Sauces,28.8,-17.76667,"60,90185",4884,2466,2418,No
Canarias,Santa Cruz de Tenerife,San Cristóbal de La Laguna,28.48812,-16.31478,"548,1752",150661,73870,76791,No
Canarias,Santa Cruz de Tenerife,San Juan de la Rambla,28.39464,-16.65047,"50,26696",5068,2513,2555,No
Canarias,Santa Cruz de Tenerife,San Miguel de Abona,28.09838,-16.61715,"604,5886",16179,8253,7926,No
Canarias,Santa Cruz de Tenerife,San Sebastián de la Gomera,28.09222,-17.11187,"2,807406",8965,4539,4426,No
Canarias,Santa Cruz de Tenerife,Santa Cruz de la Palma,28.68326,-17.76396,"3,883548",17084,8329,8755,No
Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,28.46981,-16.25486,"41,29388",222417,106829,115588,Si
Canarias,Santa Cruz de Tenerife,Santa Úrsula,28.42549,-16.48891,"284,0858",14013,6990,7023,No
Canarias,Santa Cruz de Tenerife,Santiago del Teide,28.29614,-16.81461,"929,3008",12050,6035,6015,No
Canarias,Santa Cruz de Tenerife,Sauzal (El),28.47941,-16.43661,"323,1106",8996,4469,4527,No
Canarias,Santa Cruz de Tenerife,Silos (Los),28.36535,-16.81598,"99,97398",5254,2645,2609,No
Canarias,Santa Cruz de Tenerife,Tacoronte,28.48153,-16.412,"488,9084",23562,11763,11799,No
Canarias,Santa Cruz de Tenerife,Tanque (El),28.33258,-16.78752,"1027,389",3015,1487,1528,No
Canarias,Santa Cruz de Tenerife,Tazacorte,28.6427,-17.93224,"124,7486",5755,2906,2849,No
Canarias,Santa Cruz de Tenerife,Tegueste,28.52328,-16.33353,"412,2942",10666,5293,5373,No
Canarias,Santa Cruz de Tenerife,Tijarafe,28.7,-17.95,"615,9692",2768,1410,1358,No
Canarias,Santa Cruz de Tenerife,Valle Gran Rey,28.12357,-17.32575,"607,2831",5129,2569,2560,No
Canarias,Santa Cruz de Tenerife,Vallehermoso,28.17902,-17.26406,"181,5817",3162,1613,1549,No
Canarias,Santa Cruz de Tenerife,Valverde,27.8089,-17.91566,"588,4797",4995,2548,2447,No
Canarias,Santa Cruz de Tenerife,Victoria de Acentejo (La),28.43531,-16.46762,"387,9303",9023,4509,4514,No
Canarias,Santa Cruz de Tenerife,Vilaflor,28.15728,-16.63811,"1411,228",1854,956,898,No
Canarias,Santa Cruz de Tenerife,Villa de Mazo,28.58121,-17.79915,"965,7053",4802,2414,2388,No
Cantabria,Cantabria,Alfoz de Lloredo,43.36666,-4.166667,"191,1736",2496,1258,1238,No
Cantabria,Cantabria,Ampuero,43.34346,-3.41566,"14,41542",4179,2133,2046,No
Cantabria,Cantabria,Arenas de Iguña,43.18615,-4.050034,"175,7548",1837,947,890,No
Cantabria,Cantabria,Argoños,43.45803,-3.485922,"7,686848",1650,861,789,No
Cantabria,Cantabria,Arnuero,43.47295,-3.562917,"58,03693",2122,1070,1052,No
Cantabria,Cantabria,Astillero (El),43.40158,-3.818161,"15,58059",17360,8517,8843,No
Cantabria,Cantabria,Bárcena de Cicero,43.41996,-3.505684,"8,115047",3784,1970,1814,No
Cantabria,Cantabria,Bareyo,43.47031,-3.596607,"74,22401",2060,1058,1002,No
Cantabria,Cantabria,Cabezón de la Sal,43.3074,-4.232392,"126,715",8372,4105,4267,No
Cantabria,Cantabria,Cabuérniga,43.20371,-4.30376,"279,0297",1093,566,527,No
Cantabria,Cantabria,Camaleño,43.15001,-4.693898,"442,6653",1075,577,498,No
Cantabria,Cantabria,Camargo,43.40667,-3.883333,"27,12142",31404,15639,15765,No
Cantabria,Cantabria,Campoo de Enmedio,42.96667,-4.15,"878,4844",3811,1981,1830,No
Cantabria,Cantabria,Cartes,43.32322,-4.069758,"34,01722",5118,2633,2485,No
Cantabria,Cantabria,Castañeda,43.31572,-3.95332,"51,33138",2121,1064,1057,No
Cantabria,Cantabria,Castro-Urdiales,43.38277,-3.21957,"13,48153",31670,16102,15568,No
Cantabria,Cantabria,Cillorigo de Liébana,43.16667,-4.583333,"491,4029",1305,716,589,No
Cantabria,Cantabria,Colindres,43.39538,-3.449363,"7,550448",7826,3889,3937,No
Cantabria,Cantabria,Comillas,43.38564,-4.291507,"24,99873",2464,1168,1296,No
Cantabria,Cantabria,Corrales de Buelna (Los),43.25957,-4.068241,"92,81157",11610,5779,5831,No
Cantabria,Cantabria,Corvera de Toranzo,43.2129,-3.957237,"317,1393",2208,1115,1093,No
Cantabria,Cantabria,Entrambasaguas,43.37997,-3.6846,"44,69009",3961,2042,1919,No
Cantabria,Cantabria,Guriezo,43.35442,-3.325467,"13,48724",2303,1198,1105,No
Cantabria,Cantabria,Hazas de Cesto,43.39733,-3.588164,"66,35742",1420,724,696,No
Cantabria,Cantabria,Hermandad de Campoo de Suso,43.01667,-4.216667,"912,019",1855,1014,841,No
Cantabria,Cantabria,Laredo,43.41148,-3.412477,"13,43072",12591,6104,6487,No
Cantabria,Cantabria,Liendo,43.39421,-3.382125,"29,383",1193,616,577,No
