Comunidad,Provincia,Población,Latitud,Longitud,Altitud,Habitantes,Hombres,Mujeres,Capital
Andalucía,Almería,Abla,37.14114,-2.780104,"871,1684",1504,783,721,No
Andalucía,Almería,Abrucena,37.13305,-2.797098,"976,9387",1341,682,659,No
Andalucía,Almería,Adra,36.74807,-3.022522,"10,97898",24373,12338,12035,No
Andalucía,Almería,Albox,37.38979,-2.147483,"426,4268",11178,5731,5447,No
Andalucía,Almería,Alhama de Almería,36.95742,-2.570075,"523,1963",3779,1906,1873,No
Andalucía,Almería,Almería,36.84016,-2.467922,"27,00703",188810,92396,96414,Si
Andalucía,Almería,Antas,37.24516,-1.917543,"107,2613",3403,1724,1679,No
Andalucía,Almería,Arboleas,37.35025,-2.074867,"288,0828",4527,2281,2246,No
Andalucía,Almería,Bédar,37.18964,-1.981898,"391,56",1014,517,497,No
Andalucía,Almería,Benahadux,36.92587,-2.455683,"113,9746",3940,1968,1972,No
Andalucía,Almería,Berja,36.84644,-2.949425,"340,7863",15035,7542,7493,No
Andalucía,Almería,Canjáyar,37.00973,-2.739681,"607,9745",1506,768,738,No
Andalucía,Almería,Cantoria,37.35259,-2.193626,"388,6553",4016,2057,1959,No
Andalucía,Almería,Carboneras,36.99659,-1.895012,"6,721787",7964,4122,3842,No
Andalucía,Almería,Chirivel,37.5956,-2.264839,"1039,713",1854,928,926,No
Andalucía,Almería,Cuevas del Almanzora,37.29709,-1.881476,"97,29103",13025,6819,6206,No
Andalucía,Almería,Dalías,36.82121,-2.870697,"415,9644",3958,1957,2001,No
Andalucía,Almería,Ejido (El),36.77506,-2.812738,80,84227,47263,36964,No
Andalucía,Almería,Fiñana,37.17101,-2.840678,"950,4163",2424,1217,1207,No
Andalucía,Almería,Fines,37.35888,-2.262964,"448,7018",2378,1259,1119,No
Andalucía,Almería,Gádor,36.95393,-2.492936,"169,0004",3244,1700,1544,No
Andalucía,Almería,Gallardos (Los),37.16948,-1.940099,"113,9905",3752,1940,1812,No
Andalucía,Almería,Garrucha,37.17925,-1.821901,"2,56615",8626,4496,4130,No
Andalucía,Almería,Gérgal,37.1207,-2.538305,"750,5009",1107,573,534,No
Andalucía,Almería,Huércal-Overa,37.39063,-1.943684,"284,6117",17645,8800,8845,No
Andalucía,Almería,Huércal de Almería,36.88415,-2.435978,"72,52909",14937,7623,7314,No
Andalucía,Almería,Láujar de Andarax,36.99384,-2.88922,"910,9894",1796,890,906,No
Andalucía,Almería,Lubrín,37.21585,-2.067055,"521,5203",1751,866,885,No
Andalucía,Almería,Macael,37.33229,-2.304892,"538,7327",6168,3174,2994,No
Andalucía,Almería,María,37.7111,-2.165795,"1196,435",1464,735,729,No
Andalucía,Almería,Mojácar,37.13995,-1.851328,"165,0597",7581,3822,3759,No
Andalucía,Almería,Mojonera (La),36.75254,-2.688159,"41,25403",8301,4512,3789,No
Andalucía,Almería,Níjar,36.96576,-2.20651,"353,1248",26516,14653,11863,No
Andalucía,Almería,Olula del Río,37.35212,-2.298121,"486,5961",6699,3466,3233,No
Andalucía,Almería,Oria,37.48503,-2.295018,"1038,982",2898,1519,1379,No
Andalucía,Almería,Pechina,36.91667,-2.440625,"107,5108",3690,1873,1817,No
Andalucía,Almería,Pulpí,37.41183,-1.745502,"194,9947",8182,4363,3819,No
Andalucía,Almería,Purchena,37.34855,-2.36155,"540,9984",1736,880,856,No
Andalucía,Almería,Rioja,36.94406,-2.462424,"133,2092",1389,702,687,No
Andalucía,Almería,Roquetas de Mar,36.76427,-2.614935,"11,84886",82665,43095,39570,No
Andalucía,Almería,Serón,37.34361,-2.508077,"800,137",2385,1192,1193,No
Andalucía,Almería,Sorbas,37.09841,-2.126351,"391,5779",2854,1492,1362,No
Andalucía,Almería,Tabernas,37.04945,-2.392681,"405,9641",3627,1877,1750,No
Andalucía,Almería,Taberno,37.46729,-2.076205,"702,8022",1131,563,568,No
Andalucía,Almería,Tíjola,37.34551,-2.439434,"685,379",3985,2012,1973,No
Andalucía,Almería,Turre,37.15225,-1.894899,"49,41454",3626,1876,1750,No
Andalucía,Almería,Uleila del Campo,37.18548,-2.203801,"629,6137",1015,527,488,No
Andalucía,Almería,Vélez-Blanco,37.69095,-2.095682,"1072,432",2259,1184,1075,No
Andalucía,Almería,Vélez-Rubio,37.64802,-2.074232,"842,2859",7150,3490,3660,No
Andalucía,Almería,Vera,37.24686,-1.868238,"102,0657",13985,7182,6803,No
Andalucía,Almería,Viator,36.88963,-2.426541,"74,79173",4860,2448,2412,No
Andalucía,Almería,Vícar,36.83145,-2.642515,"276,2602",22853,12114,10739,No
Andalucía,Almería,Zurgena,37.34265,-2.039607,"248,1582",3066,1518,1548,No
Andalucía,Cádiz,Alcalá de los Gazules,36.46045,-5.723718,"158,3963",5619,2852,2767,No
Andalucía,Cádiz,Alcalá del Valle,36.90491,-5.173237,"623,3366",5300,2697,2603,No
Andalucía,Cádiz,Algar,36.65533,-5.657418,"213,0833",1544,802,742,No
Andalucía,Cádiz,Algeciras,36.12978,-5.447698,"22,40544",116209,57582,58627,No
Andalucía,Cádiz,Algodonales,36.88092,-5.405773,"370,124",5732,2916,2816,No
Andalucía,Cádiz,Arcos de la Frontera,36.75078,-5.812395,"139,2057",31210,15642,15568,No
Andalucía,Cádiz,Barbate,36.19282,-5.918903,"15,97273",22912,11447,11465,No
Andalucía,Cádiz,Barrios (Los),36.18539,-5.492747,"25,33697",22311,11258,11053,No
Andalucía,Cádiz,Benalup-Casas Viejas,36.34284,-5.8094,"75,25459",7151,3618,3533,No
Andalucía,Cádiz,Bornos,36.81459,-5.743362,"153,5913",8134,4047,4087,No
Andalucía,Cádiz,Bosque (El),36.75752,-5.506988,"273,1861",2102,1090,1012,No
Andalucía,Cádiz,Cádiz,36.52969,-6.292657,"15,42415",126766,60289,66477,Si
Andalucía,Cádiz,Castellar de la Frontera,36.28621,-5.419937,"30,78278",3161,1601,1560,No
Andalucía,Cádiz,Chiclana de la Frontera,36.41915,-6.149412,"13,2455",77293,39050,38243,No
Andalucía,Cádiz,Chipiona,36.7408,-6.43587,"11,72497",18583,9307,9276,No
Andalucía,Cádiz,Conil de la Frontera,36.27675,-6.088436,"33,70992",20984,10628,10356,No
Andalucía,Cádiz,Espera,36.87319,-5.806213,"147,471",4003,1999,2004,No
Andalucía,Cádiz,Gastor (El),36.85509,-5.323623,"600,3022",1859,975,884,No
Andalucía,Cádiz,Grazalema,36.75837,-5.366071,"830,5287",2205,1141,1064,No
Andalucía,Cádiz,Jerez de la Frontera,36.68656,-6.137173,"55,74849",207532,101542,105990,No
Andalucía,Cádiz,Jimena de la Frontera,36.43404,-5.453479,"131,443",10431,5399,5032,No
Andalucía,Cádiz,Línea de la Concepción (La),36.16118,-5.348256,"10,4049",64595,31947,32648,No
Andalucía,Cádiz,Medina-Sidonia,36.46768,-5.927894,"246,0372",11683,6010,5673,No
Andalucía,Cádiz,Olvera,36.93525,-5.267688,"606,7288",8589,4244,4345,No
Andalucía,Cádiz,Paterna de Rivera,36.52333,-5.866053,"125,9705",5610,2875,2735,No
Andalucía,Cádiz,Prado del Rey,36.78968,-5.555545,"423,1529",5956,2971,2985,No
Andalucía,Cádiz,Puerto de Santa María (El),36.59695,-6.227526,"14,76373",87696,43320,44376,No
Andalucía,Cádiz,Puerto Real,36.52912,-6.191895,"11,78617",40183,20271,19912,No
Andalucía,Cádiz,Puerto Serrano,36.92159,-5.545621,"162,2749",7116,3621,3495,No
Andalucía,Cádiz,Rota,36.61699,-6.358202,"14,28653",28516,14300,14216,No
Andalucía,Cádiz,San Fernando,36.46572,-6.196626,"21,14313",96366,47536,48830,No
Andalucía,Cádiz,San José del Valle,36.60554,-5.798952,"142,0624",4403,2241,2162,No
Andalucía,Cádiz,San Roque,36.20975,-5.384572,"106,1072",29249,14793,14456,No
Andalucía,Cádiz,Sanlúcar de Barrameda,36.77882,-6.354198,"11,0011",65805,32843,32962,No
Andalucía,Cádiz,Setenil de las Bodegas,36.86406,-5.181413,"555,0465",2977,1532,1445,No
Andalucía,Cádiz,Tarifa,36.01271,-5.602954,"14,66109",17793,9079,8714,No
Andalucía,Cádiz,Trebujena,36.86951,-6.176695,"72,16942",6966,3535,3431,No
Andalucía,Cádiz,Ubrique,36.67771,-5.446557,"326,7233",16979,8362,8617,No
Andalucía,Cádiz,Vejer de la Frontera,36.25331,-5.962856,"178,6806",12973,6548,6425,No
Andalucía,Cádiz,Villamartín,36.86132,-5.641834,"167,8091",12526,6245,6281,No
Andalucía,Cádiz,Zahara,36.84053,-5.390547,"507,4048",1513,769,744,No
Andalucía,Córdoba,Adamuz,38.02736,-4.524873,"245,2438",4419,2267,2152,No
Andalucía,Córdoba,Aguilar de la Frontera,37.51503,-4.656057,"374,5963",13746,6891,6855,No
Andalucía,Córdoba,Alcaracejos,38.38823,-4.967684,"611,311",1528,757,771,No
Andalucía,Córdoba,Almedinilla,37.439,-4.091205,"643,6762",2522,1282,1240,No
Andalucía,Córdoba,Almodóvar del Río,37.80959,-5.019958,"119,838",7839,3935,3904,No
Andalucía,Córdoba,Añora,38.41099,-4.897461,"629,9739",1534,765,769,No
Andalucía,Córdoba,Baena,37.61441,-4.326089,"432,8641",20915,10589,10326,No
Andalucía,Córdoba,Belalcázar,38.57843,-5.167119,"492,9109",3466,1663,1803,No
Andalucía,Córdoba,Belmez,38.27234,-5.208753,"530,0388",3246,1574,1672,No
Andalucía,Córdoba,Benamejí,37.26732,-4.540418,"458,9315",5146,2563,2583,No
Andalucía,Córdoba,Bujalance,37.89657,-4.383588,"345,5078",7889,3911,3978,No
Andalucía,Córdoba,Cabra,37.47437,-4.425931,"503,6198",21352,10482,10870,No
Andalucía,Córdoba,Cañete de las Torres,37.86741,-4.318819,"320,6117",3144,1598,1546,No
Andalucía,Córdoba,Carcabuey,37.44359,-4.273436,"628,2857",2738,1380,1358,No
Andalucía,Córdoba,Cardeña,38.27047,-4.32373,"747,5234",1695,849,846,No
Andalucía,Córdoba,Carlota (La),37.67361,-4.932553,"215,4566",13182,6616,6566,No
Andalucía,Córdoba,Carpio (El),37.94054,-4.498775,"180,5471",4605,2279,2326,No
Andalucía,Córdoba,Castro del Río,37.68864,-4.481579,"229,5285",8114,4027,4087,No
Andalucía,Córdoba,Córdoba,37.88473,-4.779152,"131,9102",328428,158233,170195,Si
Andalucía,Córdoba,Doña Mencía,37.55457,-4.357603,"598,4364",5044,2483,2561,No
Andalucía,Córdoba,Dos Torres,38.44524,-4.894932,"589,4772",2570,1264,1306,No
Andalucía,Córdoba,Encinas Reales,37.27488,-4.489717,"446,9231",2414,1185,1229,No
Andalucía,Córdoba,Espejo,37.68211,-4.552363,"391,4622",3649,1834,1815,No
Andalucía,Córdoba,Espiel,38.18865,-5.018202,"548,5708",2481,1245,1236,No
Andalucía,Córdoba,Fernán-Núñez,37.67226,-4.723994,"310,7925",9701,4852,4849,No
Andalucía,Córdoba,Fuente Obejuna,38.26675,-5.419834,"622,7498",5269,2683,2586,No
Andalucía,Córdoba,Fuente Palmera,37.70319,-5.103904,"160,0771",10788,5437,5351,No
Andalucía,Córdoba,Guadalcázar,37.75755,-4.94463,"161,6661",1519,756,763,No
Andalucía,Córdoba,Hinojosa del Duque,38.50099,-5.148333,"551,713",7407,3587,3820,No
Andalucía,Córdoba,Hornachuelos,37.83084,-5.242984,"177,4551",4684,2374,2310,No
Andalucía,Córdoba,Iznájar,37.25726,-4.308423,"519,9057",4740,2356,2384,No
Andalucía,Córdoba,Lucena,37.40873,-4.485598,"494,1765",42248,21082,21166,No
Andalucía,Córdoba,Luque,37.55932,-4.276523,"662,4076",3273,1665,1608,No
Andalucía,Córdoba,Montalbán de Córdoba,37.58292,-4.749699,"277,8563",4591,2327,2264,No
Andalucía,Córdoba,Montemayor,37.64862,-4.698889,"386,187",4073,2040,2033,No
Andalucía,Córdoba,Montilla,37.58963,-4.638313,"385,7791",23840,11822,12018,No
Andalucía,Córdoba,Montoro,38.02617,-4.381874,"201,329",9917,4901,5016,No
Andalucía,Córdoba,Monturque,37.47332,-4.581713,"376,9995",2021,1003,1018,No
Andalucía,Córdoba,Moriles,37.43526,-4.608767,"379,1501",3966,1972,1994,No
Andalucía,Córdoba,Nueva Carteya,37.58566,-4.467291,"444,7657",5679,2871,2808,No
Andalucía,Córdoba,Obejo,38.13433,-4.800506,"692,8661",1872,958,914,No
Andalucía,Córdoba,Palenciana,37.2492,-4.583651,"396,5208",1591,795,796,No
Andalucía,Córdoba,Palma del Río,37.70163,-5.283767,"60,91507",21588,10812,10776,No
Andalucía,Córdoba,Pedro Abad,37.96708,-4.457226,"163,2774",2980,1510,1470,No
Andalucía,Córdoba,Pedroche,38.42873,-4.763438,"623,1253",1670,824,846,No
Andalucía,Córdoba,Peñarroya-Pueblonuevo,38.30304,-5.272851,"541,6902",11883,5741,6142,No
Andalucía,Córdoba,Posadas,37.80041,-5.107038,"88,41434",7558,3765,3793,No
Andalucía,Córdoba,Pozoblanco,38.37742,-4.848376,"652,3784",17669,8671,8998,No
Andalucía,Córdoba,Priego de Córdoba,37.4389,-4.194839,"657,6609",23513,11576,11937,No
Andalucía,Córdoba,Puente Genil,37.39051,-4.770465,"219,0715",30033,14927,15106,No
Andalucía,Córdoba,Rambla (La),37.60816,-4.741319,"331,6505",7601,3828,3773,No
Andalucía,Córdoba,Rute,37.32587,-4.371301,"632,5386",10559,5276,5283,No
Andalucía,Córdoba,Santaella,37.56627,-4.845094,"238,2158",6090,3077,3013,No
Andalucía,Córdoba,Torrecampo,38.4751,-4.679456,"576,4257",1300,632,668,No
Andalucía,Córdoba,Valenzuela,37.77508,-4.219841,"341,0233",1313,653,660,No
Andalucía,Córdoba,Victoria (La),37.88327,-4.784959,"122,8182",2197,1099,1098,No
Andalucía,Córdoba,Villa del Río,37.98227,-4.290878,"164,0046",7425,3752,3673,No
Andalucía,Córdoba,Villafranca de Córdoba,37.96193,-4.545728,"143,0544",4552,2332,2220,No
Andalucía,Córdoba,Villanueva de Córdoba,38.32279,-4.628341,"728,5879",9663,4789,4874,No
Andalucía,Córdoba,Villanueva del Duque,38.39297,-5.000132,"583,8452",1637,805,832,No
Andalucía,Córdoba,Villanueva del Rey,38.19965,-5.151443,"556,6314",1204,606,598,No
Andalucía,Córdoba,Villaralto,38.45571,-4.984371,"586,7803",1332,655,677,No
Andalucía,Córdoba,Villaviciosa de Córdoba,38.07598,-5.014214,"699,2513",3558,1822,1736,No
Andalucía,Córdoba,Viso (El),38.4827,-4.955392,"578,6813",2810,1381,1429,No
Andalucía,Granada,Albolote,37.23085,-3.657415,"650,2138",17089,8583,8506,No
Andalucía,Granada,Albuñol,36.79125,-3.203485,"247,2122",6704,3480,3224,No
Andalucía,Granada,Albuñuelas,36.9282,-3.631472,"728,1844",1015,519,496,No
Andalucía,Granada,Alfacar,37.23657,-3.570654,"915,6451",5401,2749,2652,No
Andalucía,Granada,Algarinejo,37.32492,-4.158846,"596,2101",3705,1880,1825,No
Andalucía,Granada,Alhama de Granada,37.00252,-3.988389,"890,953",6062,3171,2891,No
Andalucía,Granada,Alhendín,37.1076,-3.645584,"736,6528",6298,3265,3033,No
Andalucía,Granada,Almuñécar,36.73454,-3.690736,"24,01802",27696,13677,14019,No
Andalucía,Granada,Alpujarra de la Sierra,36.9815,-3.157129,"1238,541",1153,599,554,No
Andalucía,Granada,Arenas del Rey,36.95771,-3.894323,"870,3409",2071,1084,987,No
Andalucía,Granada,Armilla,37.1401,-3.617981,"671,618",21380,10836,10544,No
Andalucía,Granada,Atarfe,37.2229,-3.687416,"604,92",15399,7787,7612,No
Andalucía,Granada,Baza,37.49065,-2.774473,"850,2978",23359,11672,11687,No
Andalucía,Granada,Beas de Granada,37.21916,-3.481737,"1068,34",1050,560,490,No
Andalucía,Granada,Benalúa,37.3503,-3.16904,"858,6871",3326,1657,1669,No
Andalucía,Granada,Benalúa de las Villas,37.42758,-3.683473,"848,7814",1434,792,642,No
Andalucía,Granada,Benamaurel,37.60913,-2.699214,"719,2347",2417,1217,1200,No
Andalucía,Granada,Cádiar,36.94673,-3.180546,"926,387",1634,859,775,No
Andalucía,Granada,Cájar,37.13422,-3.570618,"730,5661",4596,2227,2369,No
Andalucía,Granada,Campotéjar,37.48131,-3.616497,"925,5419",1420,724,696,No
Andalucía,Granada,Caniles,37.43626,-2.722401,"914,9191",4955,2502,2453,No
Andalucía,Granada,Castilléjar,37.7147,-2.642967,"770,9531",1584,785,799,No
Andalucía,Granada,Castril,37.79573,-2.779088,"904,8172",2465,1254,1211,No
Andalucía,Granada,Cenes de la Vega,37.15931,-3.537524,"746,4172",6501,3353,3148,No
Andalucía,Granada,Chauchina,37.20142,-3.77254,"552,4158",4778,2396,2382,No
Andalucía,Granada,Chimeneas,37.13137,-3.823198,"699,7101",1507,795,712,No
Andalucía,Granada,Churriana de la Vega,37.14777,-3.64595,"657,35",12001,5989,6012,No
Andalucía,Granada,Cijuela,37.19989,-3.810801,"539,7335",2857,1463,1394,No
Andalucía,Granada,Cogollos de la Vega,37.27486,-3.572908,"997,7243",2083,1066,1017,No
Andalucía,Granada,Colomera,37.37206,-3.71382,"855,0217",1568,825,743,No
Andalucía,Granada,Cortes de Baza,37.65493,-2.769917,"707,9819",2266,1128,1138,No
Andalucía,Granada,Cortes y Graena,37.30363,-3.218777,"976,4355",1037,522,515,No
Andalucía,Granada,Cuevas del Campo,37.60847,-2.931033,"832,7582",2077,1066,1011,No
Andalucía,Granada,Cúllar,37.58368,-2.576282,"895,665",4766,2401,2365,No
Andalucía,Granada,Cúllar Vega,37.15327,-3.670436,"643,1689",6658,3390,3268,No
Andalucía,Granada,Darro,37.35002,-3.292531,"1115,744",1468,740,728,No
Andalucía,Granada,Deifontes,37.32524,-3.594484,"744,6108",2530,1288,1242,No
Andalucía,Granada,Dílar,37.07499,-3.601624,"878,0067",1728,868,860,No
Andalucía,Granada,Dúrcal,36.98793,-3.56616,"786,6514",7264,3664,3600,No
Andalucía,Granada,Fonelas,37.41344,-3.173344,"785,6204",1118,563,555,No
Andalucía,Granada,Freila,37.52869,-2.906795,"824,4169",1109,544,565,No
Andalucía,Granada,Fuente Vaqueros,37.21957,-3.783053,"545,4914",4395,2204,2191,No
Andalucía,Granada,Gabias (Las),37.135,-3.698333,"703,1069",16369,8466,7903,No
Andalucía,Granada,Galera,37.74289,-2.551193,"837,2482",1106,550,556,No
Andalucía,Granada,Gójar,37.10443,-3.606203,"791,8748",5206,2700,2506,No
Andalucía,Granada,Granada,37.17649,-3.597929,"697,486",234325,108745,125580,Si
Andalucía,Granada,Guadahortuna,37.55655,-3.400713,"968,3403",2057,1067,990,No
Andalucía,Granada,Guadix,37.3004,-3.134583,"919,4025",20395,10132,10263,No
Andalucía,Granada,Guajares (Los),36.84568,-3.61165,"475,6051",1243,680,563,No
Andalucía,Granada,Gualchos,36.74357,-3.389869,"335,95",4368,2315,2053,No
Andalucía,Granada,Güejar Sierra,37.15992,-3.438619,"1098,16",2967,1576,1391,No
Andalucía,Granada,Güevéjar,37.25698,-3.597678,"876,2341",2400,1227,1173,No
Andalucía,Granada,Huéneja,37.17693,-2.948596,"1155,85",1201,608,593,No
Andalucía,Granada,Huéscar,37.80949,-2.539663,"959,9781",8232,4085,4147,No
Andalucía,Granada,Huétor de Santillán,37.21823,-3.517399,"1019,823",1824,931,893,No
Andalucía,Granada,Huétor Tájar,37.19463,-4.047139,489,9953,5028,4925,No
Andalucía,Granada,Huétor Vega,37.15238,-3.575904,"739,9867",11324,5699,5625,No
Andalucía,Granada,Illora,37.28843,-3.879782,"775,8689",10440,5207,5233,No
Andalucía,Granada,Itrabo,36.79948,-3.638711,"384,3103",1140,586,554,No
Andalucía,Granada,Iznalloz,37.3927,-3.527549,"816,3354",7065,3613,3452,No
Andalucía,Granada,Jayena,36.94883,-3.822807,"911,8392",1225,636,589,No
Andalucía,Granada,Jerez del Marquesado,37.18385,-3.159872,"1237,271",1109,562,547,No
Andalucía,Granada,Jun,37.22064,-3.59443,"763,6108",3241,1665,1576,No
Andalucía,Granada,Láchar,37.19508,-3.834064,"559,7148",3093,1550,1543,No
Andalucía,Granada,Lanjarón,36.91806,-3.480488,"662,3086",3897,1929,1968,No
Andalucía,Granada,Lecrín,36.9477,-3.550382,"705,3149",2322,1173,1149,No
Andalucía,Granada,Loja,37.16884,-4.151471,"456,7311",21574,10825,10749,No
Andalucía,Granada,Malahá (La),37.10146,-3.722502,"709,616",1812,934,878,No
Andalucía,Granada,Maracena,37.20568,-3.636805,"649,4002",20815,10323,10492,No
Andalucía,Granada,Moclín,37.34158,-3.786422,"1061,082",4268,2122,2146,No
Andalucía,Granada,Molvízar,36.78689,-3.607518,"239,2467",3273,1655,1618,No
Andalucía,Granada,Monachil,37.13209,-3.539469,"811,2473",6967,3576,3391,No
Andalucía,Granada,Montefrío,37.32097,-4.011364,"835,1361",6282,3150,3132,No
Andalucía,Granada,Montejícar,37.57196,-3.5047,"1145,294",2481,1251,1230,No
Andalucía,Granada,Montillana,37.50127,-3.672423,"1019,378",1304,678,626,No
Andalucía,Granada,Moraleda de Zafayona,37.16977,-3.965147,"621,8634",3136,1597,1539,No
Andalucía,Granada,Motril,36.74467,-3.516718,"41,48437",60279,29907,30372,No
Andalucía,Granada,Nevada,37.0,-3.016667,"792,3126",1174,601,573,No
Andalucía,Granada,Nigüelas,36.97741,-3.539319,"927,8786",1100,544,556,No
Andalucía,Granada,Ogíjares,37.11991,-3.607937,"721,7737",13119,6610,6509,No
Andalucía,Granada,Orce,37.72141,-2.479451,"932,2527",1333,699,634,No
Andalucía,Granada,Órgiva,36.90224,-3.42399,"465,8732",5659,2865,2794,No
Andalucía,Granada,Otívar,36.81491,-3.681497,"266,5227",1150,591,559,No
Andalucía,Granada,Otura,37.09431,-3.635073,"783,0234",6423,3293,3130,No
Andalucía,Granada,Padul,37.02432,-3.626719,"757,9304",8440,4226,4214,No
Andalucía,Granada,Pedro Martínez,37.50168,-3.230659,"1036,34",1158,573,585,No
Andalucía,Granada,Peligros,37.23122,-3.629415,"687,5328",10910,5545,5365,No
Andalucía,Granada,Peza (La),37.2756,-3.284761,"996,5889",1366,720,646,No
Andalucía,Granada,Píñar,37.44337,-3.439418,"912,619",1306,704,602,No
Andalucía,Granada,Pinar (El),37.44337,-3.439418,"912,619",1039,514,525,No
Andalucía,Granada,Pinos Genil,37.16339,-3.502635,"777,8843",1262,659,603,No
Andalucía,Granada,Pinos Puente,37.25146,-3.750995,"575,2888",13515,6863,6652,No
Andalucía,Granada,Polopos,36.79553,-3.297135,"783,9265",1821,994,827,No
Andalucía,Granada,Puebla de Don Fadrique,37.9579,-2.43508,"1160,896",2517,1292,1225,No
Andalucía,Granada,Pulianas,37.22264,-3.608163,"728,1589",5140,2583,2557,No
Andalucía,Granada,Purullena,37.31759,-3.190274,"907,9955",2278,1148,1130,No
Andalucía,Granada,Quéntar,37.19201,-3.468192,"855,6412",1065,549,516,No
Andalucía,Granada,Salar,37.14882,-4.067732,"545,4207",2849,1442,1407,No
Andalucía,Granada,Salobreña,36.74626,-3.587108,"20,95912",12747,6372,6375,No
Andalucía,Granada,Santa Fe,37.18936,-3.719076,"582,6545",15430,7643,7787,No
Andalucía,Granada,Ugíjar,36.96075,-3.054754,"547,5222",2569,1314,1255,No
Andalucía,Granada,Valle (El),37.28611,-3.008889,"1245,152",1143,567,576,No
Andalucía,Granada,Valle del Zalabí,37.28611,-3.008889,"1245,152",2297,1139,1158,No
Andalucía,Granada,Vegas del Genil,37.16667,-3.7,615,8587,4413,4174,No
Andalucía,Granada,Vélez de Benaudalla,36.83195,-3.516209,"170,5154",2968,1516,1452,No
Andalucía,Granada,Villamena,36.99035,-3.588935,"762,7578",1028,508,520,No
Andalucía,Granada,Villanueva Mesía,37.2142,-4.011248,"493,5079",2173,1091,1082,No
Andalucía,Granada,Zafarraya,36.97551,-4.144421,"896,4373",2112,1144,968,No
Andalucía,Granada,Zubia (La),37.12061,-3.584668,"744,7736",17803,8810,8993,No
Andalucía,Granada,Zújar,37.54015,-2.842817,"771,5205",2997,1588,1409,No
Andalucía,Huelva,Aljaraque,37.27111,-7.021585,"36,69819",17960,8981,8979,No
Andalucía,Huelva,Almonaster la Real,37.87181,-6.787901,"581,577",1848,915,933,No
Andalucía,Huelva,Almonte,37.26254,-6.51724,"77,07417",21782,10883,10899,No
Andalucía,Huelva,Alosno,37.54936,-7.115428,"183,9688",4381,2114,2267,No
Andalucía,Huelva,Aracena,37.89417,-6.561207,"673,9959",7612,3757,3855,No
Andalucía,Huelva,Aroche,37.94426,-6.954265,"407,155",3113,1539,1574,No
Andalucía,Huelva,Arroyomolinos de León,38.02604,-6.421104,"599,7921",1040,526,514,No
Andalucía,Huelva,Ayamonte,37.21466,-7.409819,"3,156081",20334,10250,10084,No
Andalucía,Huelva,Beas,37.42592,-6.792988,"120,9826",4293,2151,2142,No
Andalucía,Huelva,Bollullos Par del Condado,37.33615,-6.535758,"116,0159",13891,6912,6979,No
Andalucía,Huelva,Bonares,37.3219,-6.680697,"82,23658",6015,3054,2961,No
Andalucía,Huelva,Cala,37.97217,-6.31649,"594,0731",1327,662,665,No
Andalucía,Huelva,Calañas,37.65482,-6.878683,"297,4208",4285,2109,2176,No
Andalucía,Huelva,Campillo (El),37.69332,-6.630814,"434,6812",2220,1063,1157,No
Andalucía,Huelva,Cartaya,37.28314,-7.154979,"24,17416",17905,9198,8707,No
Andalucía,Huelva,Cerro de Andévalo (El),37.73519,-6.938734,"301,119",2479,1197,1282,No
Andalucía,Huelva,Chucena,37.36157,-6.393946,"148,2157",2124,1066,1058,No
Andalucía,Huelva,Cortegana,37.90937,-6.820616,"686,309",4965,2489,2476,No
Andalucía,Huelva,Cumbres Mayores,38.0637,-6.647074,"694,7698",1970,986,984,No
Andalucía,Huelva,Encinasola,38.13522,-6.872141,"430,9646",1596,816,780,No
Andalucía,Huelva,Escacena del Campo,37.41033,-6.389561,172,2075,1022,1053,No
Andalucía,Huelva,Galaroza,37.92757,-6.709221,"562,1963",1618,806,812,No
Andalucía,Huelva,Gibraleón,37.37495,-6.970141,"29,21607",12258,6156,6102,No
Andalucía,Huelva,Higuera de la Sierra,37.83819,-6.447579,"627,3121",1437,726,711,No
Andalucía,Huelva,Hinojos,37.29273,-6.376253,"83,66503",3890,1968,1922,No
Andalucía,Huelva,Huelva,37.2571,-6.949555,"20,74414",148806,71983,76823,Si
Andalucía,Huelva,Isla Cristina,37.19943,-7.325246,"6,336774",21324,10700,10624,No
Andalucía,Huelva,Jabugo,37.91671,-6.729078,"658,2429",2396,1202,1194,No
Andalucía,Huelva,Lepe,37.25432,-7.203348,"24,5359",25886,13332,12554,No
Andalucía,Huelva,Lucena del Puerto,37.30394,-6.730086,"83,68538",2759,1378,1381,No
Andalucía,Huelva,Manzanilla,37.38773,-6.429422,"163,7289",2341,1192,1149,No
Andalucía,Huelva,Minas de Riotinto,37.69391,-6.591848,"417,6434",4221,2038,2183,No
Andalucía,Huelva,Moguer,37.27469,-6.836591,"53,91101",19569,9832,9737,No
Andalucía,Huelva,Nerva,37.69511,-6.550632,"336,9252",6000,2902,3098,No
Andalucía,Huelva,Niebla,37.3601,-6.6792,"42,88836",4183,2129,2054,No
Andalucía,Huelva,Palma del Condado (La),37.38784,-6.5534,"96,01058",10404,5185,5219,No
Andalucía,Huelva,Palos de la Frontera,37.2282,-6.893426,"29,09229",9043,4544,4499,No
Andalucía,Huelva,Paterna del Campo,37.42096,-6.401431,"184,3562",3784,1938,1846,No
Andalucía,Huelva,Paymogo,37.74063,-7.345994,"180,5523",1318,654,664,No
Andalucía,Huelva,Puebla de Guzmán,37.61144,-7.245831,"212,8246",3098,1600,1498,No
