Year;Country;Region;Continent;Leap Year;Region-Geo;ChildrenPerWoman;CO2Emissions;DemocracyScore;IncomePerPerson;Incomeshareofpoorest10pct;Incomeshareofrichest10pct;Infantmortality;Inflation;Internetusers;LifeExpectancy;Literacyrateadulttotal;Literacyrateyouthtotal;Longtermunemploymentrate;Medianage;MedicalDoctors;Murder;Murderedmen;Murderedwomen;Número de registros;Oilconsumptionperperson;Populationdensity;Populationgrowth;Populationtotal;Poverty;Ratioofgirlstoboysinprimaryandsecondaryeducation;Renewablewater;Residentialelectricityuseperperson;Suicideage15to29;Taxrevenue;Teenfertilityrate;TotalGDPUS;TotalhealthspendingperpersonUS;Tradebalance;Trafficdeaths;Urbanpopulationgrowth;UrbanpopulationTotal;YearlyCO2emission
2008;Algeria;Middle East & North Africa;Africa;[2008];Africa - Northern;2,725;3,232666515;2;18488,15952;;;19,8;14,60217944;10,18;70,332;;;;;;;;;1;0,407019827;14,455;1,526116691;34428028;;;;590,5098143;;45,25581817;7;74839230786;185,8482335;23,36502762;;3,0645753;69,89;111294,3333
2012;Djibouti;Middle East & North Africa;Africa;[2012];Africa - Eastern;3,457;;;4489,204828;;;65,7;;;61,319;;;;;;;;;1;;;;922708;;;;;;;;;;;;;;
2012;Eritrea;Middle East & North Africa;Africa;[2012];Africa - Eastern;4,785;;;1227,433928;;;37,2;;;62,329;;;;;;;;;1;;;;5580862;;;;;;;;;;;;;;
2012;Algeria;Middle East & North Africa;Africa;[2012];Africa - Northern;2,82;;;19257,38349;;;17,2;;;70,874;;;;;;;;;1;;;;36485828;;;;;;;;;;;;;;
2012;Egypt;Middle East & North Africa;Africa;[2012];Africa - Northern;2,807;;;12027,64293;;;17,9;;;70,933;;;;;;;;;1;;;;83958369;;;;;;;;;;;;;;
2012;Libya;Middle East & North Africa;Africa;[2012];Africa - Northern;2,41;;;18272,68925;;;13,2;;;75,13;;;;;;;;;1;;;;6469497;;;;;;;;;;;;;;
2012;Morocco;Middle East & North Africa;Africa;[2012];Africa - Northern;2,706;;;9029,039871;;;26,8;;;70,714;;;;;;;;;1;;;;32598536;;;;;;;;;;;;;;
2012;Tunisia;Middle East & North Africa;Africa;[2012];Africa - Northern;2,023;;;7620,470565;;;13,8;;;75,632;;;;;;;;;1;;;;10704948;;;;;;;;;;;;;;
2012;Western Sahara;Middle East & North Africa;Africa;[2012];Africa - Northern;2,398;;;;;;;;;67,473;;;;;;;;;1;;;;566613;;;;;;;;;;;;;;
1968;Sao Tome and Principe;Sub-Saharan Africa;Africa;[1968];Africa - Central;6,419;0,210588787;;1440,23876;;;57,6;;;54,71;;;;;;;;;1;;72,247;2,927009798;69646;;;;;;;;;;;;8,915049899;26,444;14,66666667
1968;Mayotte;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,91;;;;;;;;;61,068;;;;;;;;;1;;91,142;;34087;;;;;;;;;;;;;;
1968;Mozambique;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;6,599;0,307340774;;1231,797992;;;177,5;;;38,383;;;;;;;;;1;;11,282;2,192956189;9043165;;;;;;;;;;;;6,706621847;5,3112;2779,333333
1968;Seychelles;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;5,9;0,148043471;;6044,751327;;;59,2;3,398071576;;64,757;;;;;;;;;1;;108,868;2,42122626;49535;;;;;;;;130326155,4;;;;5,71556374;36,69;7,333333333
1968;South Sudan;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;6,855;;;1753,217766;;;;;;35,023;;;;;;;;;1;;;1,798168297;2866074;;;;;;;;;;;;1,666551353;8,6558;
1968;Zimbabwe;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,411;1,309727195;;561,2217442;;;73;3,866208383;;54,279;;;;;;;;;1;;12,473;3,242222848;4874043;;;;;;;;1946647826;;;;6,671988073;16,2652;6383,666667
1968;Malawi;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,222;0,090648433;-9;953,2271032;;;209,2;6,604855218;;39,821;;;;;;;;;1;;36,187;2,581030009;4287627;;;;;;;;516386439,5;;-15,32060695;;6,760088985;5,595;388,6666667
1968;Uganda;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,117;0,110827388;-6;904,5963414;;;111,3;;;48,256;;;;;;;;;1;;36,785;3,330907189;8866641;;;;;;;;;;1,322537112;;7,126647501;6,202;982,6666667
1968;Rwanda;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;8,207;0,015598023;-5;531,6154808;;;123,6;0,848491748;;44,165;;;;;;;;;1;;133,878;3,028828999;3526088;;;;;;;;688319669;;-6,399535501;;5,86746952;3,0228;55
1968;Madagascar;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,316;0,146861562;-1;3415,398022;;;102,8;0,970851288;;43,796;;;;;;;;;1;;10,59;2,543833766;6216739;;;;;;;;2570772457;;-5,039836648;;5,143776278;13,4116;913
1968;Kenya;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;8,117;0,268485397;0;2193,082416;;;94,1;1,678840855;;51,073;;;;;;;;;1;;18,096;3,367209074;10502123;;;;;;;;3182996848;;0,10345113;;6,94431003;9,619;2819,666667
1968;Zambia;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,405;1,178158891;0;1753,08087;;;111;15,93990156;;48,131;;;;;;;;;1;;5,157;3,119784916;3880914;;;;;;;;2285239764;;6,59193756;;8,317239259;27,5594;4572,333333
1968;Somalia;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;7,232;0,044735997;7;1278,432413;;;;3,397375366;;40,179;;;;;;;;;1;;5,399;2,786325019;3442418;;;;;;;;;;-6,625976563;;5,332309354;21,5924;154
1968;Mauritius;Sub-Saharan Africa;Africa;[1968];Africa - Eastern;4,516;0,798169465;9;4525,242416;;;67,8;;;63,041;;;;;;8,366676;14,64653;2,623421;1;;391,828;1,832286466;799329;;;;;3,944845;;73;;;;10,64098;4,379779064;40,0188;638
1968;Sudan;Sub-Saharan Africa;Africa;[1968];Africa - Northern;6,865;0,278723059;7;1744,145488;;;94,8;2,368024536;;51,466;;;;;;;;;1;;5,59;2,480192676;11142482;;;;;;;;3633227617;;-1,72900796;;6,942232467;15,263;3105,666667
1968;Namibia;Sub-Saharan Africa;Africa;[1968];Africa - Southern;6,347;;;7453,237918;;;62,9;;;51,489;;;;;;;;;1;;0,895;2,633997045;737803;;;;;;;;;;;;4,766995435;21,3892;
1968;Swaziland;Sub-Saharan Africa;Africa;[1968];Africa - Southern;6,857;0,660109787;0;2428,328658;;;119,5;;;46,982;;;;;;;;;1;;24,312;2,588454051;422152;;;;;;;;;;3,50877193;;10,52149636;8,4206;278,6666667
1968;South Africa;Sub-Saharan Africa;Africa;[1968];Africa - Southern;5,7;6,45956891;4;7256,575637;;;;3,856757637;;52,104;;;;;;;;;1;0,336892025;17,505;2,133160467;21374801;;;;;;;;62205953376;;3,104450676;;2,369229462;47,5846;138072
1968;Lesotho;Sub-Saharan Africa;Africa;[1968];Africa - Southern;5,805;;9;971,1351947;;;136,4;4,067379536;;48,651;;;;;;;;;1;;32,666;2,037610126;991576;;;;;;;;178090769,7;;-43,06220096;;8,102344589;7,7016;
1968;Mali;Sub-Saharan Africa;Africa;[1968];Africa - Western;6,875;0,033879245;-7;1106,485671;;;196,6;21,08644744;;31,086;;;;;;;;;1;;4,712;1,491192699;5844286;;;;;;;;976308004,4;;-7,872552723;;4,04831473;13,6412;198
1968;Mauritania;Sub-Saharan Africa;Africa;[1968];Africa - Western;6,795;0,219194802;-7;3047,235037;;;111,7;-0,01158513;;48,185;;;;;;;;;1;;1,044;2,822326625;1070585;;;;;;;;617923814,5;;16,0579382;;10,08437912;12,7744;234,6666667
1968;Niger;Sub-Saharan Africa;Africa;[1968];Africa - Western;7,341;0,03916524;-7;2080,251568;;;131,2;-3,419814238;;36,073;;;;;;;;;1;;3,251;2,993629207;4119299;;;;;;;;1379660251;;-6,335128198;;8,08349275;8;161,3333333
1968;Nigeria;Sub-Saharan Africa;Africa;[1968];Africa - Western;6,387;0,121154128;-7;978,6826141;;;174,4;1,22054697;;40,4;;;;;;;;;1;;59,266;2,261788128;54748444;;;;;;;;12748660891;;-5,808882907;;4,689150732;21,6668;6633
1968;Senegal;Sub-Saharan Africa;Africa;[1968];Africa - Western;7,266;;-7;1668,22492;;;123,5;-0,542368635;;38,558;;;;;;;;;1;;19,538;3,128044493;3843517;;;;;;;;2233798443;;-5,335902905;;5,718382931;28,5404;
1968;Togo;Sub-Saharan Africa;Africa;[1968];Africa - Western;6,971;0,100613692;-7;1511,874905;;;135,7;0,06094538;;45,339;;;;;;;;;1;;34,014;4,688969936;1931480;;;;;;;;544636825,4;;12,91903232;;11,68049993;18,748;194,3333333
1968;Liberia;Sub-Saharan Africa;Africa;[1968];Africa - Western;6,617;0,647827615;-6;1452,706082;;;191,9;1,224420278;;38,113;;;;;;;;;1;;12,248;2,640028061;1364046;;;;;;;;956055027;;32,58026176;;5,895462732;24,4582;883,6666667
1968;Sierra Leone;Sub-Saharan Africa;Africa;[1968];Africa - Western;6,583;0,153900273;1;1304,023132;;;194,1;6,666997717;;33,098;;;;;;;;;1;;34,871;1,781510891;2501620;;;;;;;;627570655,5;;-3,164979052;;4,696827048;22,1284;385
1972;Angola;Sub-Saharan Africa;Africa;[1972];Africa - Central;7,232;0,72921732;;16419,86401;;;;;;37,846;;;;;;;;;1;;4,957;2,158331217;6179685;;58,041;23309,24;74,65475844;;;;;;;;7,306213572;16,6254;4506,333333
1972;Sao Tome and Principe;Sub-Saharan Africa;Africa;[1972];Africa - Central;6,51;0,143050354;;1532,985254;;;56,8;;;57,114;;;;;;;;;1;;79,768;2,052229943;76896;;101,698;28349,979;;;;;;;;;3,459017685;30,3664;11
1972;Chad;Sub-Saharan Africa;Africa;[1972];Africa - Central;6,636;0,031555005;-9;2208,207974;;;133,1;5,553683665;;42,229;;;;;;;;;1;;2,986;2,428313334;3834574;;31,059;11122,33;;;;;820066531,1;;-4,818960965;;8,693187229;13,1672;121
1972;Gabon;Sub-Saharan Africa;Africa;[1972];Africa - Central;5,208;4,963656034;-9;22803,89681;;;;-7,276968614;;48,316;;;;;;;;;1;;2,062;2,214028739;551811;;84,135;296950,82;;;;;2114720779;;0,829557604;;8,433429088;36,3884;2739
1972;Cameroon;Sub-Saharan Africa;Africa;[1972];Africa - Central;6,286;0,119505432;-8;3368,293056;;;115,9;7,976383444;;47,159;;;;;;;;;1;;15,165;2,644093959;7210272;;73,044;39629,76;10,25675442;;;;3582798039;;-5,69388033;;8,889649427;23,0968;861,6666667
1972;Equatorial Guinea;Sub-Saharan Africa;Africa;[1972];Africa - Central;5,68;0,320124558;-7;1344,824514;;;;;;40,352;;;;;;;;;1;;9,8;-3,580193947;274893;;;96887,66;;;;;;;-9,588128983;;-3,243547978;27,1364;88
1972;Comoros;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,058;0,117804552;;3875,155351;;;142,7;;;48,68;;;;;;;;;1;;133,799;2,241398573;249000;;;4140,75;;;;;;;;;4,095578354;20,1296;29,33333333
1972;Mayotte;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,928;;;;;;;;;63,588;;;;;;;;;1;;106,832;;39955;;;;;;;;;;;;;;
1972;Mozambique;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;6,58;0,333926069;;1449,835607;;;174,6;;;40,181;;;;;;;;;1;;12,329;2,218856006;9882427;;;21982,708;17,63896699;;;;;;;;10,98545501;6,946;3300
1972;Seychelles;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;5,468;0,813504169;;7221,749947;;;48,3;27,71121858;;66,706;;;;;;;;;1;;118,873;2,222727166;54087;;108,329;;;;;;174749994,3;;;;5,714934679;41,9472;44
1972;South Sudan;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;6,903;;;1668,28556;;;;;;36,573;;;;;;;;;1;;;2,184462266;3198874;;;;;;;;;;;;2,052148734;8,6102;
1972;Ethiopia;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,06;0,045948624;-9;1132,487888;;;140,2;;;43,471;;;;;;;;;1;;27,749;2,863227849;30642920;;43,766;;2,827904063;;;;;;;;4,834002173;8,9368;1408
1972;Malawi;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,389;0,113486716;-9;1169,243942;;;194,5;0,924482011;;41,511;;;;;;;;;1;;40,631;3,083656813;4814073;;56,698;3603,887;;;;;678270976;;-14,65437788;;7,980007308;6,6926;546,3333333
1972;Zambia;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,446;0,918721363;-9;1773,498265;;;103;3,710516469;;49,97;;;;;;;;;1;;5,881;3,382677045;4426079;;78,546;23065,07;81,23069426;;;;2601737630;;1,599995177;;6,27200017;32,1842;4066,333333
1972;Burundi;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,348;0,02050028;-7;928,1990079;;;144,9;4,29080997;;44,236;;;;;;;;;1;;128,519;0,766744446;3577187;;48,83;3504,1347;;;;;503962170,8;;-3,340526223;;7,119533426;2,7164;73,33333333
1972;Kenya;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;8,012;0,320450511;-7;2444,719936;;;86,2;1,205245847;;53,364;;;;;;;;;1;;20,82;3,586420101;12082989;;71,119;2535,85;15,94337798;;;;4686644220;;-2,139250598;;8,314438839;11,3426;3872
1972;Somalia;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,118;0,063880393;-7;1254,576127;;;;11,99021151;;41,727;;;;;;;;;1;;5,761;0,730407478;3673532;;29,852;3998,46;;;;;;;-4,810501894;;3,128073772;23,806;234,6666667
1972;Uganda;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,107;0,138065928;-7;950,735869;;;109,1;;;49,131;;;;;;;;;1;;41,538;2,856507963;10012125;;;6595,02;;;;;;;2,610328638;;3,96618763;6,8144;1382,333333
1972;Rwanda;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;8,278;0,016545936;-5;590,5806638;;;131,6;1,84633292;;44,554;;;;;;;;;1;;151,45;3,116428649;3988895;;;2363,03;;;;;821871080,8;;-7,973567988;;7,811798639;3,5144;66
1972;Madagascar;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,318;0,18626863;-3;3497,125965;;;97;3,024334944;;45,735;;;;;;;;;1;;11,77;2,694837575;6909376;;85,079;46151,81;;;;;2880304466;;-4,060258674;;5,720078098;14,9936;1287
1972;Zimbabwe;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;7,42;1,475705378;4;799,3621758;;;69,4;13,45357305;;55,586;;;;;;;;;1;;14,262;3,430056343;5573154;;81,378;3590,69;118,7697059;;;;3165014037;;;;6,202476158;18,3664;8224,333333
1972;Mauritius;Sub-Saharan Africa;Africa;[1972];Africa - Eastern;3,575;0,808146176;9;5150,968316;;;60,6;;;63,534;;;;;;1,522529;1,484822;1,513006;1;;418,128;1,516321534;852981;;92,501;3227,9222;;3,221966;;50,3;;;;17,37966;2,181023088;42,5964;689,3333333
1972;Sudan;Sub-Saharan Africa;Africa;[1972];Africa - Northern;6,91;0,43252376;-7;1659,652775;;;92,1;14,31262278;;52,897;;;;;;;;;1;;6,24;2,913512216;12436311;;49,598;4207,43;4,453765526;;;;3787342666;;-0,641915337;;5,973776901;17,491;5379
1972;Namibia;Sub-Saharan Africa;Africa;[1972];Africa - Southern;6,57;;;7492,161896;;;63,5;;;53,645;;;;;;;;;1;;1,007;3,121199192;829810;;;21615,3097;;;;;;;;;4,31858615;22,8356;
1972;Lesotho;Sub-Saharan Africa;Africa;[1972];Africa - Southern;5,802;;-9;993,1631845;;;125,7;13,9421205;;49,627;;;;;;;;;1;;35,451;2,043505472;1076100;;146,201;2806,8415;;;;;193839555;;-53,05466238;;6,81997905;9,4936;
1972;Swaziland;Sub-Saharan Africa;Africa;[1972];Africa - Southern;6,87;0,807505852;0;3364,836625;;;108,7;9,627263518;;49,238;;;;;;;;;1;;27,196;2,927650445;472236;;89,464;9374,564;;;;;308271744,2;;8,421985816;;10,75177092;11,4246;381,3333333
1972;South Africa;Sub-Saharan Africa;Africa;[1972];Africa - Southern;5,482;7,234083195;4;7765,962636;;;;11,01661672;;53,504;;;;;;;;;1;0,431407675;19,439;2,291456155;23736249;;;2106,57;350,5003524;;;;72675108212;;2,532438969;;2,416719747;47,929;171710
1972;Guinea-Bissau;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,812;0,104946811;;1640,449175;;;;4,974506021;;44,363;;;;;;;;;1;;17,409;2,421064922;628890;;63,225;51433,07;;;;;106342548,1;;-31,27443315;;3,484973925;15,4592;66
1972;Cote d'Ivoire;Sub-Saharan Africa;Africa;[1972];Africa - Western;7,937;0,509996196;-9;4756,402222;;;151,1;2,511616426;;45,351;;;;;;;;;1;;18,327;4,399830812;5909848;;54,165;14036,228;15,81391427;;;;5270882418;;4,505469992;;7,167613028;29,7894;3014
1972;Guinea;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,25;0,196852085;-9;1483,332461;;;189;;;37,255;;;;;;;;;1;;17,198;0,767825305;4228217;;;58135,22;;;;;;;;;4,921394462;17,3922;832,3333333
1972;Benin;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,823;0,130797478;-7;2171,593757;;;153;5,317226067;;43,513;;;;;;;;;1;;26,385;2,136120845;2971515;;;8885,6194;2,17319649;;;;871977321,9;;-12,41574709;;7,849017368;18,7762;388,6666667
1972;Ghana;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,915;0,26436668;-7;2356,447416;;;116,8;15,46587287;;49,911;;;;;;;;;1;;38,434;2,838062006;9167822;;;5570,95;19,88786545;;;;2615935781;;5,484123162;;3,579417995;29,4064;2423,666667
1972;Mali;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,924;0,039312321;-7;1162,737752;;;187,6;6,472314205;;33,782;;;;;;;;;1;;5,039;1,786893008;6249101;;52,94;19655,49;;;;;1127555558;;-9,540039544;;4,355437751;15,0956;245,6666667
1972;Mauritania;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,759;0,372324163;-7;3173,703562;;;105,8;7,122218393;;50,046;;;;;;;;;1;;1,172;2,920305735;1201462;;;9397,23;;;;;708309609,6;;-0,98116403;;10,26221057;16,966;447,3333333
1972;Niger;Sub-Saharan Africa;Africa;[1972];Africa - Western;7,495;0,054519282;-7;1908,418473;;;137,6;3,361177393;;36,621;;;;;;;;;1;;3,663;2,9643162;4640560;;53,534;7488,256;;;;;1346770918;;-6,280901443;;8,444996772;9,844;253
1972;Nigeria;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,575;0,688175703;-7;1698,388838;;;160;2,892868111;;42,047;;;;;;;;;1;;65,159;2,431823991;60191508;;63,395;5066,5;11,87409436;;;;23371759533;;-0,827389961;;4,83237061;23,8368;41422,33333
1972;Senegal;Sub-Saharan Africa;Africa;[1972];Africa - Western;7,405;0,333028978;-7;1597,712056;;;117,2;4,103639475;;40,562;;;;;;;;;1;;22,219;3,254429462;4370991;;59,576;8286,95;10,02643888;;;;2407380545;;-2,787564492;;5,628857504;31,4772;1455,666667
1972;Togo;Sub-Saharan Africa;Africa;[1972];Africa - Western;7,182;0,17962127;-7;1649,660188;;;124,5;-0,372352789;;47,777;;;;;;;;;1;;39,184;2,720520224;2225052;;44,493;6462,31;27,23760681;;;;666052346,6;;0,799869606;;4,233355576;21,9388;399,6666667
1972;Liberia;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,777;0,990427619;-6;1606,010907;;;179;3,490002075;;40,522;;;;;;;;;1;;13,662;2,781151837;1521565;;47,957;157913,58;;;;;1195269000;;22,7452922;;5,969614572;27,7678;1507
1972;Sierra Leone;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,798;0,252306684;-6;1353,759762;;;183,1;5,950291923;;36,272;;;;;;;;;1;;37,476;1,811454783;2688527;;55,517;57271,67;;;;;772316772,5;;-1,261173423;;4,561681384;24,7424;678,3333333
1972;Burkina Faso;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,697;0,026691801;-4;1709,471953;;;145,9;7,296645309;;40,003;;;;;;;;;1;;22,059;2,01128882;6044303;;57,543;2194,63;;;;;825042565,1;;-14,88927249;;4,039605322;5,9864;161,3333333
1972;Gambia;Sub-Saharan Africa;Africa;[1972];Africa - Western;6,185;0,135304127;8;1512,173673;;;120,8;3,156777993;;39,556;;;;;;;;;1;;43,186;3,199116413;487790;;;15548,77;;;;;247894580;;-6,982685811;;7,900816679;21,468;66
1972;Botswana;Sub-Saharan Africa;Africa;[1972];America - South;6,579;0,029742471;6;4527,222227;;;78,8;10,77542314;;56,027;;;;;;;;;1;;1,272;3,289775777;739683;;113,276;16391,313;;;;;451320315,4;;-23,17073171;;12,24702515;9,454;22
1976;Sao Tome and Principe;Sub-Saharan Africa;Africa;[1976];Africa - Central;6,528;0,347349682;;1612,479346;;;58,2;;;59,487;;;;;;;;;1;;87,603;2,791750169;84449;;;;;;;;;;;;3,950033945;32,0076;29,33333333
1976;Gabon;Sub-Saharan Africa;Africa;[1976];Africa - Central;5,48;9,339220308;-9;51073,89725;;;;14,66493519;;51,567;;;;;;;;;1;;2,284;2,631438556;611293;;85,766;;139,6218963;;;;5253884186;;-0,514532054;;7,938729676;45,3132;5709
1976;Cameroon;Sub-Saharan Africa;Africa;[1976];Africa - Central;6,429;0,135350309;-8;3479,001481;;;112,8;19,67444351;;49,304;41,21621117;68,81703268;;;;;;;1;;16,98;2,953591352;8072879;;76,252;;13,99011673;;;;4394375680;;-4,722022328;;6,289527906;28,2178;1092,666667
1976;Angola;Sub-Saharan Africa;Africa;[1976];Africa - Central;7,186;0,482509283;-7;9150,947477;;;;;;39,324;;;;;;;;;1;;5,461;2,550005349;6808850;;;;51,84176634;;;;;;;;7,814646796;20,162;3285,333333
1976;Chad;Sub-Saharan Africa;Africa;[1976];Africa - Central;6,82;0,043639645;-7;2511,553886;;;128,3;8,44952544;;43,618;;;;;;;;;1;;3,272;2,092132907;4201073;;;;;;;;885299453,8;;-10,3002973;;6,147295427;16,2102;183,3333333
1976;Equatorial Guinea;Sub-Saharan Africa;Africa;[1976];Africa - Central;5,676;0,272752997;-7;1908,335027;;;;;;41,569;;;;;;;;;1;;8,147;-4,159357317;228534;;;;;;;;;;-5,485457194;;-3,822820989;27,5024;62,33333333
1976;Mayotte;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,941;;;;;;;;;65,838;;;;;;;;;1;;125,711;;47016;;;;;;;;;;;;;;
1976;Seychelles;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;4,623;1,369413416;;8406,296653;;;36,2;9,135662046;;68,515;;;;;;;;;1;;129,464;1,835401852;58906;;109,419;;;;;;231612508,1;;-16,00109409;;3,166579303;46,886;80,66666667
1976;South Sudan;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;6,922;;;1984,275404;;;;;;38,118;;;;;;;;;1;;;2,636340061;3615772;;;;;;;;;;;;2,503322527;8,5646;
1976;Malawi;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,555;0,106366015;-9;1299,396434;;;173,7;10,03770756;;42,99;;;;;;;;;1;;46,26;3,324317616;5481074;;61,16;;;;;;828362509;;-8,431372549;;6,913090532;7,9316;583
1976;Zambia;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,414;0,794707948;-9;1718,944773;;;95,6;15,20458907;;51,273;;;;;;;;;1;;6,731;3,326667573;5066012;;;;88,23297602;;;;2846838693;;4,852552684;;6,082748643;35,9102;4026
1976;Mozambique;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;6,544;0,234610134;-8;1029,684269;;;171,5;;;41,951;;;;;;;;;1;;13,609;2,681270223;10908878;;;;21,73163861;;;;;;;;12,35542373;9,5782;2559,333333
1976;Burundi;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,439;0,023513996;-7;1012,440163;;;143,9;8,074948245;;45,71;;;;;;;;;1;;134,456;1,671929794;3742452;;60,479;;;;;;581268284,3;;-2,926392868;;8,407005123;3,4422;88
1976;Ethiopia;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,167;0,035148715;-7;1108,966955;;;141;;;44,118;;;;;;;;;1;;30,324;1,58727691;33486288;;;;2,779523389;;;;;;;;3,575830139;9,65;1177
1976;Kenya;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,769;0,329308797;-7;2413,697698;;;77,3;18,90617186;;55,561;;;;;;;;;1;;24,116;3,710957663;13995982;;;;16,84717616;;;168;5322564957;;0,694833517;;7,761310633;13,4478;4609
1976;Rwanda;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;8,399;0,059008665;-7;658,9616924;;;143,7;-1,89108758;;44,887;;;;;;;;;1;;172,225;3,281569732;4536057;;84,358;;;;;;1008486542;;-4,816553878;;6,834507128;4,1426;267,6666667
1976;Somalia;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,016;0,10624432;-7;1191,531043;;;;14,73131647;;43,257;;;;;;;;;1;;7,09;9,337839291;4521026;;50,576;;;;;;;;-13,81006714;;10,32518365;25,751;480,3333333
1976;Uganda;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,099;0,088225489;-7;852,3517179;;;117,2;;;49,354;;;;;;;;;1;;46,554;2,930903232;11221247;;67,703;;;;;;;;1,781555183;;4,324555715;7,1388;990
1976;Madagascar;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,129;0,128813697;-6;3094,624199;;;99;9,92709444;;47,517;;;;;;;;;1;;13,14;2,785207454;7713983;;;;;;;;2808277725;;-2,360958992;;5,431407891;16,772;993,6666667
1976;Comoros;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,065;0,143809306;-4;2597,148305;;;131,3;;;50,394;;;;;;;;;1;;150,706;3,629527994;280464;;;;;;;;;;;;5,473156153;21,6342;40,33333333
1976;Zimbabwe;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;7,369;1,704999077;4;762,171586;;;69;-1,667907331;;57,179;;;;;;;;;1;;16,312;3,251714591;6374197;;84,801;;131,0188445;;;;3411516510;;2,363151687;;5,734598014;20,3726;10868
1976;Mauritius;Sub-Saharan Africa;Africa;[1976];Africa - Eastern;3,169;0,68333655;9;7084,442579;;;43,4;;;64,923;;;;;;1,858171;3,496734;0,3740506;1;;444,522;1,613284022;906825;;93,762;;;12,76102;;60,5;1475132140;;-6,858939697;25,87543;1,109288383;43,2246;619,6666667
1976;Sudan;Sub-Saharan Africa;Africa;[1976];Africa - Northern;6,933;0,267101237;-7;1974,007485;;;89,4;6,866022378;;53,803;;;;;;;;;1;;7,053;3,106688643;14057092;;54,334;;8,933372295;;;;5734011627;;-7,918616869;;4,332154143;19,1462;3754,666667
1976;Namibia;Sub-Saharan Africa;Africa;[1976];Africa - Southern;6,647;;;7496,259856;;;63,8;;;55,75;;;;;;;;;1;;1,126;2,461687935;928223;;;;;;;;;;;;3,651152416;23,934;
1976;Swaziland;Sub-Saharan Africa;Africa;[1976];Africa - Southern;6,79;0,625779098;-10;3778,825334;;;93,6;13,57027611;;51,686;55,32503727;75,45244236;;;;;;;1;;30,707;3,081104414;533202;;94,067;;;;;;396223848,3;;8,101265823;;8,422861593;14,7724;333,6666667
1976;Lesotho;Sub-Saharan Africa;Africa;[1976];Africa - Southern;5,736;;-7;1296,815026;;;110,9;4,542949526;;51,408;;;;;;;;;1;;38,826;2,470031275;1178551;;141,826;;;;;;261164893,3;;-120,7165109;;3,623946769;10,9476;
1976;South Africa;Sub-Saharan Africa;Africa;[1976];Africa - Southern;5,159;7,327089107;4;8211,029508;;;79,6;10,41685094;;54,933;;;;;;;;;1;0,448168281;21,583;2,160629908;26353940;;;;395,7959227;;;;83854496458;;-1,222119502;;2,291912047;48,1722;193097,6667
